_id,study_id,date,type
1,0,2016-03-16 12:21:27.345,Hand-to-mouth
2,0,2016-03-16 12:21:45.905,Hand-to-mouth
3,0,2016-03-16 12:22:06.101,Hand-to-mouth
4,0,2016-03-16 12:22:30.295,Hand-to-mouth
5,0,2016-03-16 12:22:41.002,Hand-to-mouth
6,0,2016-03-16 12:23:01.304,Hand-to-mouth
