StudyName,StudyId,DeviceId,SensorId,Time,Resistance
shibo-left,0,0,5,2016-03-21 13:12:31.201,340330.0
shibo-left,0,0,5,2016-03-21 13:12:36.195,291572.0
shibo-left,0,0,5,2016-03-21 13:12:41.158,239942.0
shibo-left,0,0,5,2016-03-21 13:12:46.151,340330.0
shibo-left,0,0,5,2016-03-21 13:12:51.133,340330.0
shibo-left,0,0,5,2016-03-21 13:12:56.108,340330.0
shibo-left,0,0,5,2016-03-21 13:13:01.082,340330.0
shibo-left,0,0,5,2016-03-21 13:13:06.056,340330.0
shibo-left,0,0,5,2016-03-21 13:13:11.060,340330.0
shibo-left,0,0,5,2016-03-21 13:13:16.032,291572.0
shibo-left,0,0,5,2016-03-21 13:13:21.007,340330.0
shibo-left,0,0,5,2016-03-21 13:13:26.024,340330.0
shibo-left,0,0,5,2016-03-21 13:13:30.986,272066.0
shibo-left,0,0,5,2016-03-21 13:13:35.961,239942.0
shibo-left,0,0,5,2016-03-21 13:13:40.925,340330.0
shibo-left,0,0,5,2016-03-21 13:13:45.900,340330.0
shibo-left,0,0,5,2016-03-21 13:13:50.883,340330.0
shibo-left,0,0,5,2016-03-21 13:13:55.876,340330.0
shibo-left,0,0,5,2016-03-21 13:14:00.860,340330.0
shibo-left,0,0,5,2016-03-21 13:14:05.827,340330.0
shibo-left,0,0,5,2016-03-21 13:14:10.808,340330.0
shibo-left,0,0,5,2016-03-21 13:14:15.782,340330.0
shibo-left,0,0,5,2016-03-21 13:14:20.775,340330.0
shibo-left,0,0,5,2016-03-21 13:14:25.758,340330.0
shibo-left,0,0,5,2016-03-21 13:14:30.736,340330.0
shibo-left,0,0,5,2016-03-21 13:14:35.706,340330.0
shibo-left,0,0,5,2016-03-21 13:14:40.688,340330.0
shibo-left,0,0,5,2016-03-21 13:14:45.687,340330.0
shibo-left,0,0,5,2016-03-21 13:14:50.650,340330.0
shibo-left,0,0,5,2016-03-21 13:14:55.631,340330.0
shibo-left,0,0,5,2016-03-21 13:15:00.629,340330.0
shibo-left,0,0,5,2016-03-21 13:15:05.607,340330.0
shibo-left,0,0,5,2016-03-21 13:15:10.575,340330.0
shibo-left,0,0,5,2016-03-21 13:15:15.566,340330.0
shibo-left,0,0,5,2016-03-21 13:15:20.533,340330.0
shibo-left,0,0,5,2016-03-21 13:15:25.533,239942.0
shibo-left,0,0,5,2016-03-21 13:15:30.500,104025.0
shibo-left,0,0,5,2016-03-21 13:15:35.481,340330.0
shibo-left,0,0,5,2016-03-21 13:15:40.456,254998.0
shibo-left,0,0,5,2016-03-21 13:15:45.457,340330.0
shibo-left,0,0,5,2016-03-21 13:15:50.414,145286.0
shibo-left,0,0,5,2016-03-21 13:15:55.407,109702.0
shibo-left,0,0,5,2016-03-21 13:16:00.383,127000.0
shibo-left,0,0,5,2016-03-21 13:16:05.357,104025.0
shibo-left,0,0,5,2016-03-21 13:16:10.349,254998.0
shibo-left,0,0,5,2016-03-21 13:16:15.332,156538.0
shibo-left,0,0,5,2016-03-21 13:16:20.307,340330.0
shibo-left,0,0,5,2016-03-21 13:16:25.283,185181.0
shibo-left,0,0,5,2016-03-21 13:16:30.257,291572.0
shibo-left,0,0,5,2016-03-21 13:16:35.255,145286.0
shibo-left,0,0,5,2016-03-21 13:16:40.224,119470.0
shibo-left,0,0,5,2016-03-21 13:16:45.199,140241.0
shibo-left,0,0,5,2016-03-21 13:16:50.182,96523.0
shibo-left,0,0,5,2016-03-21 13:16:55.160,57514.0
shibo-left,0,0,5,2016-03-21 13:17:00.149,28897.0
shibo-left,0,0,5,2016-03-21 13:17:05.124,27054.0
shibo-left,0,0,5,2016-03-21 13:17:10.106,23824.0
shibo-left,0,0,5,2016-03-21 13:17:15.083,23975.0
shibo-left,0,0,5,2016-03-21 13:17:20.073,23975.0
shibo-left,0,0,5,2016-03-21 13:17:25.074,22405.0
shibo-left,0,0,5,2016-03-21 13:17:30.063,20903.0
shibo-left,0,0,5,2016-03-21 13:17:35.008,169667.0
shibo-left,0,0,5,2016-03-21 13:17:39.983,30267.0
shibo-left,0,0,5,2016-03-21 13:17:44.981,22676.0
shibo-left,0,0,5,2016-03-21 13:17:49.955,24283.0
shibo-left,0,0,5,2016-03-21 13:17:54.931,20787.0
shibo-left,0,0,5,2016-03-21 13:17:59.905,19479.0
shibo-left,0,0,5,2016-03-21 13:18:04.906,18504.0
shibo-left,0,0,5,2016-03-21 13:18:09.880,17788.0
shibo-left,0,0,5,2016-03-21 13:18:14.848,17450.0
shibo-left,0,0,5,2016-03-21 13:18:19.838,23526.0
shibo-left,0,0,5,2016-03-21 13:18:24.834,29796.0
shibo-left,0,0,5,2016-03-21 13:18:29.808,26863.0
shibo-left,0,0,5,2016-03-21 13:18:34.772,25597.0
shibo-left,0,0,5,2016-03-21 13:18:39.754,24924.0
shibo-left,0,0,5,2016-03-21 13:18:44.732,24441.0
shibo-left,0,0,5,2016-03-21 13:18:49.738,98902.0
shibo-left,0,0,5,2016-03-21 13:18:54.697,27054.0
shibo-left,0,0,5,2016-03-21 13:18:59.682,25256.0
shibo-left,0,0,5,2016-03-21 13:19:04.655,23380.0
shibo-left,0,0,5,2016-03-21 13:19:09.630,20222.0
shibo-left,0,0,5,2016-03-21 13:19:14.645,25425.0
shibo-left,0,0,5,2016-03-21 13:19:19.606,29340.0
shibo-left,0,0,5,2016-03-21 13:19:24.583,28467.0
shibo-left,0,0,5,2016-03-21 13:19:29.557,340330.0
shibo-left,0,0,5,2016-03-21 13:19:34.547,169667.0
shibo-left,0,0,5,2016-03-21 13:19:39.532,119470.0
shibo-left,0,0,5,2016-03-21 13:19:44.496,109702.0
shibo-left,0,0,5,2016-03-21 13:19:49.478,92090.0
shibo-left,0,0,5,2016-03-21 13:19:54.469,62015.0
shibo-left,0,0,5,2016-03-21 13:19:59.443,22676.0
shibo-left,0,0,5,2016-03-21 13:20:04.417,25947.0
shibo-left,0,0,5,2016-03-21 13:20:09.399,24128.0
shibo-left,0,0,5,2016-03-21 13:20:14.380,22540.0
shibo-left,0,0,5,2016-03-21 13:20:19.372,21755.0
shibo-left,0,0,5,2016-03-21 13:20:24.333,21505.0
shibo-left,0,0,5,2016-03-21 13:20:29.319,20557.0
shibo-left,0,0,5,2016-03-21 13:20:34.302,19582.0
shibo-left,0,0,5,2016-03-21 13:20:39.278,18883.0
shibo-left,0,0,5,2016-03-21 13:20:44.258,18412.0
shibo-left,0,0,5,2016-03-21 13:20:49.242,17788.0
shibo-left,0,0,5,2016-03-21 13:20:54.233,17618.0
shibo-left,0,0,5,2016-03-21 13:20:59.209,18230.0
shibo-left,0,0,5,2016-03-21 13:21:04.182,16138.0
shibo-left,0,0,5,2016-03-21 13:21:09.182,15650.0
shibo-left,0,0,5,2016-03-21 13:21:14.141,15384.0
shibo-left,0,0,5,2016-03-21 13:21:19.133,15786.0
shibo-left,0,0,5,2016-03-21 13:21:24.114,15189.0
