StudyName,StudyId,DeviceId,SensorId,Time,Accx,Accy,Accz
shibo-left,0,0,0,2016-03-21 13:12:28.176,0.014160156,0.38891602,0.92089844
shibo-left,0,0,0,2016-03-21 13:12:28.212,0.020019531,0.3881836,0.9206543
shibo-left,0,0,0,2016-03-21 13:12:28.252,0.0146484375,0.3955078,0.91967773
shibo-left,0,0,0,2016-03-21 13:12:28.259,0.0146484375,0.39208984,0.9187012
shibo-left,0,0,0,2016-03-21 13:12:28.300,0.011962891,0.39160156,0.92333984
shibo-left,0,0,0,2016-03-21 13:12:28.360,0.012207031,0.3918457,0.921875
shibo-left,0,0,0,2016-03-21 13:12:28.362,0.01977539,0.39379883,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:28.401,0.017578125,0.39331055,0.9226074
shibo-left,0,0,0,2016-03-21 13:12:28.426,0.020507813,0.38476563,0.92700195
shibo-left,0,0,0,2016-03-21 13:12:28.451,0.013183594,0.38330078,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:28.503,0.0068359375,0.39648438,0.9189453
shibo-left,0,0,0,2016-03-21 13:12:28.526,0.011962891,0.39086914,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:28.554,0.021484375,0.3894043,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:28.601,0.013916016,0.39331055,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:28.625,0.017089844,0.38989258,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:28.651,0.013427734,0.38134766,0.92211914
shibo-left,0,0,0,2016-03-21 13:12:28.703,0.009277344,0.39282227,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:28.728,0.013671875,0.39331055,0.92529297
shibo-left,0,0,0,2016-03-21 13:12:28.751,0.023925781,0.3881836,0.92211914
shibo-left,0,0,0,2016-03-21 13:12:28.801,0.015380859,0.3930664,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:28.825,0.013671875,0.39013672,0.92333984
shibo-left,0,0,0,2016-03-21 13:12:28.850,0.012207031,0.38916016,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:28.900,0.011962891,0.38549805,0.9226074
shibo-left,0,0,0,2016-03-21 13:12:28.925,0.014404297,0.39013672,0.92333984
shibo-left,0,0,0,2016-03-21 13:12:28.951,0.021728516,0.39160156,0.9248047
shibo-left,0,0,0,2016-03-21 13:12:29.003,0.013671875,0.39672852,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:29.025,0.015136719,0.38842773,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:29.051,0.014892578,0.38500977,0.923584
shibo-left,0,0,0,2016-03-21 13:12:29.104,0.011962891,0.3918457,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:29.128,0.013183594,0.3881836,0.92333984
shibo-left,0,0,0,2016-03-21 13:12:29.151,0.01953125,0.39013672,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:29.201,0.019042969,0.3984375,0.92333984
shibo-left,0,0,0,2016-03-21 13:12:29.216,0.018798828,0.38598633,0.923584
shibo-left,0,0,0,2016-03-21 13:12:29.250,0.012939453,0.38720703,0.9248047
shibo-left,0,0,0,2016-03-21 13:12:29.300,0.012207031,0.3918457,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:29.327,0.016113281,0.38964844,0.9213867
shibo-left,0,0,0,2016-03-21 13:12:29.336,0.017822266,0.39453125,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:29.401,0.017822266,0.39135742,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:29.427,0.015625,0.38720703,0.9248047
shibo-left,0,0,0,2016-03-21 13:12:29.436,0.013183594,0.3881836,0.92211914
shibo-left,0,0,0,2016-03-21 13:12:29.501,0.009277344,0.3876953,0.9230957
shibo-left,0,0,0,2016-03-21 13:12:29.508,0.018554688,0.3918457,0.9226074
shibo-left,0,0,0,2016-03-21 13:12:29.554,0.024658203,0.38989258,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:29.601,0.01586914,0.38964844,0.9230957
shibo-left,0,0,0,2016-03-21 13:12:29.609,0.0061035156,0.38916016,0.91845703
shibo-left,0,0,0,2016-03-21 13:12:29.651,0.0146484375,0.39086914,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:29.702,0.011474609,0.38964844,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:29.725,0.024169922,0.38671875,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:29.734,0.022216797,0.38745117,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:29.775,0.009765625,0.390625,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:29.803,0.010986328,0.3918457,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:29.851,0.0146484375,0.390625,0.92407227
shibo-left,0,0,0,2016-03-21 13:12:29.876,0.012939453,0.38671875,0.9277344
shibo-left,0,0,0,2016-03-21 13:12:29.901,0.024902344,0.38671875,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:29.953,0.010986328,0.3947754,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:29.980,0.017822266,0.39038086,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:30.001,0.014892578,0.3857422,0.9260254
shibo-left,0,0,0,2016-03-21 13:12:30.026,0.011962891,0.3852539,0.92626953
shibo-left,0,0,0,2016-03-21 13:12:30.076,0.017089844,0.38964844,0.92333984
shibo-left,0,0,0,2016-03-21 13:12:30.101,0.022460938,0.3876953,0.92578125
shibo-left,0,0,0,2016-03-21 13:12:30.125,0.009277344,0.39575195,0.921875
shibo-left,0,0,0,2016-03-21 13:12:30.163,0.018066406,0.3815918,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:30.218,0.014404297,0.38305664,0.92871094
shibo-left,0,0,0,2016-03-21 13:12:30.231,0.013183594,0.38842773,0.9199219
shibo-left,0,0,0,2016-03-21 13:12:30.276,0.018310547,0.3869629,0.9316406
shibo-left,0,0,0,2016-03-21 13:12:30.301,0.0146484375,0.38964844,0.9206543
shibo-left,0,0,0,2016-03-21 13:12:30.326,0.020751953,0.39453125,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:30.375,0.015625,0.3774414,0.92578125
shibo-left,0,0,0,2016-03-21 13:12:30.401,0.01586914,0.39282227,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:30.425,0.0107421875,0.38671875,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:30.475,0.018554688,0.3894043,0.92456055
shibo-left,0,0,0,2016-03-21 13:12:30.504,0.018554688,0.39770508,0.91918945
shibo-left,0,0,0,2016-03-21 13:12:30.526,0.01928711,0.3876953,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:30.585,0.014160156,0.38305664,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:30.586,0.017578125,0.39111328,0.9279785
shibo-left,0,0,0,2016-03-21 13:12:30.628,0.012451172,0.37768555,0.92578125
shibo-left,0,0,0,2016-03-21 13:12:30.677,0.013183594,0.39624023,0.9226074
shibo-left,0,0,0,2016-03-21 13:12:30.685,0.012207031,0.39282227,0.920166
shibo-left,0,0,0,2016-03-21 13:12:30.718,0.023925781,0.38452148,0.92749023
shibo-left,0,0,0,2016-03-21 13:12:30.776,0.015380859,0.38549805,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:30.784,0.013916016,0.39038086,0.92041016
shibo-left,0,0,0,2016-03-21 13:12:30.825,0.0087890625,0.3876953,0.9267578
shibo-left,0,0,0,2016-03-21 13:12:30.853,0.017822266,0.38671875,0.921875
shibo-left,0,0,0,2016-03-21 13:12:30.875,0.020996094,0.39501953,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:30.925,0.017578125,0.39160156,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:30.954,0.015625,0.38183594,0.923584
shibo-left,0,0,0,2016-03-21 13:12:30.976,0.013916016,0.38867188,0.92407227
shibo-left,0,0,0,2016-03-21 13:12:31.025,0.010253906,0.3894043,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:31.052,0.025390625,0.39257813,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:31.076,0.017578125,0.39453125,0.92456055
shibo-left,0,0,0,2016-03-21 13:12:31.125,0.020263672,0.38720703,0.92626953
shibo-left,0,0,0,2016-03-21 13:12:31.151,0.012207031,0.38476563,0.92871094
shibo-left,0,0,0,2016-03-21 13:12:31.175,0.013183594,0.39013672,0.921875
shibo-left,0,0,0,2016-03-21 13:12:31.218,0.011474609,0.39013672,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:31.252,0.023925781,0.3869629,0.923584
shibo-left,0,0,0,2016-03-21 13:12:31.278,0.018310547,0.39526367,0.921875
shibo-left,0,0,0,2016-03-21 13:12:31.328,0.015136719,0.38891602,0.921875
shibo-left,0,0,0,2016-03-21 13:12:31.351,0.014160156,0.38110352,0.9279785
shibo-left,0,0,0,2016-03-21 13:12:31.375,0.013916016,0.38720703,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:31.439,0.012207031,0.39868164,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:31.448,0.022705078,0.38916016,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:31.476,0.014160156,0.3930664,0.9255371
shibo-left,0,0,0,2016-03-21 13:12:31.492,0.014892578,0.3918457,0.9255371
shibo-left,0,0,0,2016-03-21 13:12:31.550,0.0126953125,0.38452148,0.9277344
shibo-left,0,0,0,2016-03-21 13:12:31.575,0.011474609,0.38427734,0.92407227
shibo-left,0,0,0,2016-03-21 13:12:31.601,0.012451172,0.39013672,0.92333984
shibo-left,0,0,0,2016-03-21 13:12:31.651,0.01953125,0.39208984,0.92749023
shibo-left,0,0,0,2016-03-21 13:12:31.659,0.020996094,0.38549805,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:31.701,0.020751953,0.38671875,0.92529297
shibo-left,0,0,0,2016-03-21 13:12:31.752,0.010986328,0.39208984,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:31.760,0.020751953,0.3869629,0.9226074
shibo-left,0,0,0,2016-03-21 13:12:31.800,0.012207031,0.38745117,0.92749023
shibo-left,0,0,0,2016-03-21 13:12:31.852,0.024414063,0.39404297,0.9226074
shibo-left,0,0,0,2016-03-21 13:12:31.860,0.016601563,0.39697266,0.9206543
shibo-left,0,0,0,2016-03-21 13:12:31.901,0.014404297,0.38500977,0.92700195
shibo-left,0,0,0,2016-03-21 13:12:31.932,0.013183594,0.38452148,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:31.975,0.0087890625,0.38891602,0.92626953
shibo-left,0,0,0,2016-03-21 13:12:32.001,0.015380859,0.3869629,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:32.026,0.021240234,0.3918457,0.9230957
shibo-left,0,0,0,2016-03-21 13:12:32.075,0.011230469,0.3972168,0.920166
shibo-left,0,0,0,2016-03-21 13:12:32.103,0.016601563,0.390625,0.92700195
shibo-left,0,0,0,2016-03-21 13:12:32.128,0.017089844,0.38671875,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:32.154,0.009521484,0.38793945,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:32.210,0.015380859,0.39404297,0.9248047
shibo-left,0,0,0,2016-03-21 13:12:32.226,0.018554688,0.39013672,0.9255371
shibo-left,0,0,0,2016-03-21 13:12:32.252,0.014160156,0.40039063,0.920166
shibo-left,0,0,0,2016-03-21 13:12:32.300,0.0126953125,0.3955078,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:32.325,0.009765625,0.38305664,0.9265137
shibo-left,0,0,0,2016-03-21 13:12:32.351,0.018066406,0.39233398,0.9226074
shibo-left,0,0,0,2016-03-21 13:12:32.401,0.020019531,0.39331055,0.9248047
shibo-left,0,0,0,2016-03-21 13:12:32.428,0.018066406,0.38745117,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:32.451,0.015380859,0.39819336,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:32.500,0.015136719,0.390625,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:32.525,0.013916016,0.38452148,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:32.551,0.016113281,0.38671875,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:32.576,0.01586914,0.39013672,0.9255371
shibo-left,0,0,0,2016-03-21 13:12:32.625,0.016357422,0.39086914,0.9267578
shibo-left,0,0,0,2016-03-21 13:12:32.651,0.015625,0.39453125,0.92211914
shibo-left,0,0,0,2016-03-21 13:12:32.678,0.013671875,0.3881836,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:32.728,0.022705078,0.3779297,0.92822266
shibo-left,0,0,0,2016-03-21 13:12:32.751,0.010253906,0.38720703,0.92456055
shibo-left,0,0,0,2016-03-21 13:12:32.777,0.016601563,0.39697266,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:32.825,0.016113281,0.39135742,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:32.854,0.020507813,0.39648438,0.9255371
shibo-left,0,0,0,2016-03-21 13:12:32.880,0.009033203,0.38183594,0.92041016
shibo-left,0,0,0,2016-03-21 13:12:32.925,0.017089844,0.3852539,0.9248047
shibo-left,0,0,0,2016-03-21 13:12:32.951,0.010009766,0.39526367,0.9265137
shibo-left,0,0,0,2016-03-21 13:12:32.977,0.018798828,0.39160156,0.92211914
shibo-left,0,0,0,2016-03-21 13:12:33.001,0.018554688,0.39672852,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:33.050,0.016601563,0.39379883,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:33.075,0.0126953125,0.38208008,0.9230957
shibo-left,0,0,0,2016-03-21 13:12:33.104,0.014160156,0.38720703,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:33.152,0.0146484375,0.38891602,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:33.176,0.026123047,0.39404297,0.92700195
shibo-left,0,0,0,2016-03-21 13:12:33.211,0.016113281,0.39770508,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:33.250,0.016357422,0.39086914,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:33.275,0.013427734,0.38476563,0.9260254
shibo-left,0,0,0,2016-03-21 13:12:33.301,0.009521484,0.38793945,0.9199219
shibo-left,0,0,0,2016-03-21 13:12:33.350,0.015380859,0.3930664,0.92626953
shibo-left,0,0,0,2016-03-21 13:12:33.377,0.0234375,0.39086914,0.920166
shibo-left,0,0,0,2016-03-21 13:12:33.404,0.011962891,0.39746094,0.9187012
shibo-left,0,0,0,2016-03-21 13:12:33.451,0.016845703,0.38916016,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:33.463,0.015625,0.38427734,0.9260254
shibo-left,0,0,0,2016-03-21 13:12:33.500,0.013916016,0.39086914,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:33.550,0.017578125,0.3955078,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:33.575,0.023925781,0.38549805,0.92529297
shibo-left,0,0,0,2016-03-21 13:12:33.600,0.012939453,0.39819336,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:33.651,0.015380859,0.38989258,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:33.659,0.015625,0.38208008,0.92700195
shibo-left,0,0,0,2016-03-21 13:12:33.707,0.0146484375,0.38891602,0.9230957
shibo-left,0,0,0,2016-03-21 13:12:33.728,0.025634766,0.38745117,0.92529297
shibo-left,0,0,0,2016-03-21 13:12:33.753,0.014892578,0.39160156,0.9230957
shibo-left,0,0,0,2016-03-21 13:12:33.801,0.007080078,0.39990234,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:33.851,0.020507813,0.38916016,0.92456055
shibo-left,0,0,0,2016-03-21 13:12:33.858,0.014160156,0.38232422,0.9272461
shibo-left,0,0,0,2016-03-21 13:12:33.901,0.012207031,0.390625,0.920166
shibo-left,0,0,0,2016-03-21 13:12:33.925,0.021728516,0.39111328,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:33.951,0.011962891,0.3918457,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:34.003,0.015136719,0.39257813,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:34.026,0.016601563,0.38989258,0.9265137
shibo-left,0,0,0,2016-03-21 13:12:34.051,0.01586914,0.38500977,0.9260254
shibo-left,0,0,0,2016-03-21 13:12:34.100,0.013671875,0.39086914,0.92456055
shibo-left,0,0,0,2016-03-21 13:12:34.125,0.020019531,0.390625,0.92041016
shibo-left,0,0,0,2016-03-21 13:12:34.151,0.015625,0.39648438,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:34.200,0.018066406,0.38793945,0.9243164
shibo-left,0,0,0,2016-03-21 13:12:34.226,0.014404297,0.39013672,0.921875
shibo-left,0,0,0,2016-03-21 13:12:34.250,0.012939453,0.39086914,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:34.278,0.020019531,0.38793945,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:34.325,0.022705078,0.3942871,0.9248047
shibo-left,0,0,0,2016-03-21 13:12:34.351,0.013916016,0.3935547,0.9182129
shibo-left,0,0,0,2016-03-21 13:12:34.375,0.015625,0.38427734,0.92407227
shibo-left,0,0,0,2016-03-21 13:12:34.425,0.013183594,0.39257813,0.9250488
shibo-left,0,0,0,2016-03-21 13:12:34.453,0.013183594,0.39282227,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:34.478,0.025146484,0.3864746,0.9223633
shibo-left,0,0,0,2016-03-21 13:12:34.526,0.015380859,0.3947754,0.921875
shibo-left,0,0,0,2016-03-21 13:12:34.553,0.015136719,0.39331055,0.9230957
shibo-left,0,0,0,2016-03-21 13:12:34.576,0.018310547,0.3881836,0.92456055
shibo-left,0,0,0,2016-03-21 13:12:34.625,0.013183594,0.38745117,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:34.651,0.017578125,0.38867188,0.923584
shibo-left,0,0,0,2016-03-21 13:12:34.683,0.022216797,0.39770508,0.9238281
shibo-left,0,0,0,2016-03-21 13:12:34.726,0.0034179688,0.40039063,0.9189453
shibo-left,0,0,0,2016-03-21 13:12:34.734,0.020996094,0.390625,0.92163086
shibo-left,0,0,0,2016-03-21 13:12:34.775,0.013183594,0.37426758,0.9199219
shibo-left,0,0,0,2016-03-21 13:12:34.835,0.0075683594,0.4091797,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:34.848,0.020019531,0.3947754,0.92578125
shibo-left,0,0,0,2016-03-21 13:12:34.875,0.016845703,0.38745117,0.921875
shibo-left,0,0,0,2016-03-21 13:12:34.925,0.011474609,0.3947754,0.92578125
shibo-left,0,0,0,2016-03-21 13:12:34.933,0.011474609,0.38745117,0.91796875
shibo-left,0,0,0,2016-03-21 13:12:34.975,0.007080078,0.37646484,0.9362793
shibo-left,0,0,0,2016-03-21 13:12:35.001,0.026123047,0.36889648,0.92944336
shibo-left,0,0,0,2016-03-21 13:12:35.028,0.014160156,0.41357422,0.9289551
shibo-left,0,0,0,2016-03-21 13:12:35.075,0.03515625,0.45263672,0.89160156
shibo-left,0,0,0,2016-03-21 13:12:35.100,0.011230469,0.4411621,0.8869629
shibo-left,0,0,0,2016-03-21 13:12:35.125,0.0048828125,0.4074707,0.91845703
shibo-left,0,0,0,2016-03-21 13:12:35.178,0.029785156,0.36254883,0.93188477
shibo-left,0,0,0,2016-03-21 13:12:35.202,0.018554688,0.3581543,0.9350586
shibo-left,0,0,0,2016-03-21 13:12:35.226,0.03125,0.41748047,0.9182129
shibo-left,0,0,0,2016-03-21 13:12:35.279,0.021972656,0.40454102,0.91015625
shibo-left,0,0,0,2016-03-21 13:12:35.304,0.0234375,0.43017578,0.91796875
shibo-left,0,0,0,2016-03-21 13:12:35.326,0.017089844,0.39575195,0.9187012
shibo-left,0,0,0,2016-03-21 13:12:35.378,0.016845703,0.3996582,0.9206543
shibo-left,0,0,0,2016-03-21 13:12:35.401,0.0078125,0.40283203,0.9211426
shibo-left,0,0,0,2016-03-21 13:12:35.428,7.324219E-4,0.39990234,0.92700195
shibo-left,0,0,0,2016-03-21 13:12:35.478,0.0053710938,0.41381836,0.9121094
shibo-left,0,0,0,2016-03-21 13:12:35.501,0.0073242188,0.4050293,0.91259766
shibo-left,0,0,0,2016-03-21 13:12:35.530,0.0126953125,0.4013672,0.92211914
shibo-left,0,0,0,2016-03-21 13:12:35.578,0.010986328,0.39208984,0.92529297
shibo-left,0,0,0,2016-03-21 13:12:35.601,0.00390625,0.3947754,0.92041016
shibo-left,0,0,0,2016-03-21 13:12:35.625,0.0048828125,0.40576172,0.9226074
shibo-left,0,0,0,2016-03-21 13:12:35.675,0.007080078,0.40185547,0.9177246
shibo-left,0,0,0,2016-03-21 13:12:35.704,0.008544922,0.40307617,0.91381836
shibo-left,0,0,0,2016-03-21 13:12:35.725,0.00390625,0.3984375,0.923584
shibo-left,0,0,0,2016-03-21 13:12:35.777,0.0031738281,0.39624023,0.91796875
shibo-left,0,0,0,2016-03-21 13:12:35.801,0.014404297,0.38891602,0.9230957
shibo-left,0,0,0,2016-03-21 13:12:35.808,0.015625,0.40112305,0.91674805
shibo-left,0,0,0,2016-03-21 13:12:35.878,0.0036621094,0.41308594,0.91259766
shibo-left,0,0,0,2016-03-21 13:12:35.912,0.008056641,0.4152832,0.9165039
shibo-left,0,0,0,2016-03-21 13:12:35.914,0.0107421875,0.40063477,0.9172363
shibo-left,0,0,0,2016-03-21 13:12:35.956,0.015380859,0.40454102,0.9160156
shibo-left,0,0,0,2016-03-21 13:12:36.010,0.010986328,0.40649414,0.91674805
shibo-left,0,0,0,2016-03-21 13:12:36.012,0.0068359375,0.39624023,0.9187012
shibo-left,0,0,0,2016-03-21 13:12:36.079,0.0012207031,0.41235352,0.91796875
shibo-left,0,0,0,2016-03-21 13:12:36.083,0.009765625,0.40893555,0.91503906
shibo-left,0,0,0,2016-03-21 13:12:36.126,0.009277344,0.40112305,0.9194336
shibo-left,0,0,0,2016-03-21 13:12:36.176,0.0041503906,0.39379883,0.9206543
shibo-left,0,0,0,2016-03-21 13:12:36.194,0.011230469,0.40600586,0.9157715
shibo-left,0,0,0,2016-03-21 13:12:36.209,0.0048828125,0.40356445,0.91845703
shibo-left,0,0,0,2016-03-21 13:12:36.254,0.012451172,0.40283203,0.9140625
shibo-left,0,0,0,2016-03-21 13:12:36.276,0.0056152344,0.4050293,0.91748047
shibo-left,0,0,0,2016-03-21 13:12:36.301,0.010498047,0.40942383,0.9172363
shibo-left,0,0,0,2016-03-21 13:12:36.353,0.0043945313,0.38842773,0.920166
shibo-left,0,0,0,2016-03-21 13:12:36.376,0.0068359375,0.40722656,0.91967773
shibo-left,0,0,0,2016-03-21 13:12:36.401,0.008544922,0.4050293,0.9172363
shibo-left,0,0,0,2016-03-21 13:12:36.454,0.006591797,0.4008789,0.92041016
shibo-left,0,0,0,2016-03-21 13:12:36.476,0.006591797,0.39746094,0.9194336
shibo-left,0,0,0,2016-03-21 13:12:36.500,0.008300781,0.40600586,0.9172363
shibo-left,0,0,0,2016-03-21 13:12:36.559,0.00390625,0.40185547,0.9206543
shibo-left,0,0,0,2016-03-21 13:12:36.576,0.0075683594,0.39233398,0.92041016
shibo-left,0,0,0,2016-03-21 13:12:36.602,0.0048828125,0.39038086,0.92456055
shibo-left,0,0,0,2016-03-21 13:12:36.662,0.0056152344,0.3984375,0.9182129
shibo-left,0,0,0,2016-03-21 13:12:36.677,0.010986328,0.4013672,0.92285156
shibo-left,0,0,0,2016-03-21 13:12:36.709,0.012207031,0.4091797,0.91674805
shibo-left,0,0,0,2016-03-21 13:12:36.753,0.014160156,0.40283203,0.91796875
shibo-left,0,0,0,2016-03-21 13:12:36.775,0.011474609,0.4074707,0.9213867
shibo-left,0,0,0,2016-03-21 13:12:36.800,0.008056641,0.40039063,0.9152832
shibo-left,0,0,0,2016-03-21 13:12:36.850,0.017578125,0.3984375,0.91796875
shibo-left,0,0,0,2016-03-21 13:12:36.875,0.008300781,0.40405273,0.92089844
shibo-left,0,0,0,2016-03-21 13:12:36.901,-2.4414063E-4,0.40014648,0.9182129
shibo-left,0,0,0,2016-03-21 13:12:36.950,0.0087890625,0.40795898,0.91967773
shibo-left,0,0,0,2016-03-21 13:12:36.975,0.013671875,0.40234375,0.9157715
shibo-left,0,0,0,2016-03-21 13:12:36.985,0.011230469,0.40283203,0.9187012
shibo-left,0,0,0,2016-03-21 13:12:37.051,0.010253906,0.40795898,0.923584
shibo-left,0,0,0,2016-03-21 13:12:37.076,0.007080078,0.39379883,0.9182129
shibo-left,0,0,0,2016-03-21 13:12:37.100,0.0087890625,0.40356445,0.920166
shibo-left,0,0,0,2016-03-21 13:12:37.150,0.0061035156,0.40551758,0.91918945
shibo-left,0,0,0,2016-03-21 13:12:37.158,0.009521484,0.40307617,0.9194336
shibo-left,0,0,0,2016-03-21 13:12:37.207,0.007080078,0.4025879,0.9194336
shibo-left,0,0,0,2016-03-21 13:12:37.251,0.0073242188,0.3935547,0.91796875
shibo-left,0,0,0,2016-03-21 13:12:37.259,0.011962891,0.4038086,0.92041016
shibo-left,0,0,0,2016-03-21 13:12:37.301,0.008056641,0.39819336,0.91674805
shibo-left,0,0,0,2016-03-21 13:12:37.350,0.010498047,0.39648438,0.9206543
shibo-left,0,0,0,2016-03-21 13:12:37.358,0.009521484,0.40429688,0.9172363
shibo-left,0,0,0,2016-03-21 13:12:37.401,0.0068359375,0.4013672,0.91796875
shibo-left,0,0,0,2016-03-21 13:12:37.426,0.0075683594,0.4020996,0.9206543
shibo-left,0,0,0,2016-03-21 13:12:37.450,0.008056641,0.39575195,0.91674805
shibo-left,0,0,0,2016-03-21 13:12:37.500,0.009277344,0.39941406,0.92456055
