StudyName,StudyId,DeviceId,SensorId,Time,Gx,Gy,Gz
will-right,0,0,3,2016-03-18 15:32:00.295,-0.46240234,-0.7878418,0.4165039
will-right,0,0,3,2016-03-18 15:32:00.336,-0.47753906,-0.796875,0.38989258
will-right,0,0,3,2016-03-18 15:32:00.360,-0.47875977,-0.82006836,0.34301758
will-right,0,0,3,2016-03-18 15:32:00.415,-0.46948242,-0.8156738,0.35107422
will-right,0,0,3,2016-03-18 15:32:00.436,-0.47558594,-0.80444336,0.37329102
will-right,0,0,3,2016-03-18 15:32:00.460,-0.46606445,-0.810791,0.38500977
will-right,0,0,3,2016-03-18 15:32:00.485,-0.47143555,-0.7922363,0.39624023
will-right,0,0,3,2016-03-18 15:32:00.536,-0.46606445,-0.79248047,0.38793945
will-right,0,0,3,2016-03-18 15:32:00.573,-0.4790039,-0.80737305,0.35131836
will-right,0,0,3,2016-03-18 15:32:00.588,-0.47265625,-0.8046875,0.37695313
will-right,0,0,3,2016-03-18 15:32:00.636,-0.46826172,-0.8173828,0.38964844
will-right,0,0,3,2016-03-18 15:32:00.661,-0.48168945,-0.80200195,0.3737793
will-right,0,0,3,2016-03-18 15:32:00.708,-0.47583008,-0.81396484,0.37304688
will-right,0,0,3,2016-03-18 15:32:00.719,-0.47607422,-0.7988281,0.37426758
will-right,0,0,3,2016-03-18 15:32:00.762,-0.4736328,-0.8395996,0.35766602
will-right,0,0,3,2016-03-18 15:32:00.786,-0.47216797,-0.8154297,0.36743164
will-right,0,0,3,2016-03-18 15:32:00.811,-0.4638672,-0.8156738,0.3713379
will-right,0,0,3,2016-03-18 15:32:00.864,-0.46655273,-0.82299805,0.3720703
will-right,0,0,3,2016-03-18 15:32:00.886,-0.46679688,-0.8210449,0.35839844
will-right,0,0,3,2016-03-18 15:32:00.911,-0.45996094,-0.8190918,0.37182617
will-right,0,0,3,2016-03-18 15:32:00.945,-0.46264648,-0.79907227,0.3552246
will-right,0,0,3,2016-03-18 15:32:00.986,-0.4794922,-0.8088379,0.34423828
will-right,0,0,3,2016-03-18 15:32:01.011,-0.4753418,-0.8046875,0.35424805
will-right,0,0,3,2016-03-18 15:32:01.038,-0.46972656,-0.80908203,0.3815918
will-right,0,0,3,2016-03-18 15:32:01.085,-0.46533203,-0.82373047,0.37475586
will-right,0,0,3,2016-03-18 15:32:01.110,-0.4699707,-0.8190918,0.37719727
will-right,0,0,3,2016-03-18 15:32:01.135,-0.47192383,-0.8144531,0.3708496
will-right,0,0,3,2016-03-18 15:32:01.187,-0.48388672,-0.8149414,0.34936523
will-right,0,0,3,2016-03-18 15:32:01.210,-0.46826172,-0.81030273,0.35986328
will-right,0,0,3,2016-03-18 15:32:01.236,-0.47680664,-0.8203125,0.3552246
will-right,0,0,3,2016-03-18 15:32:01.296,-0.47045898,-0.8220215,0.35375977
will-right,0,0,3,2016-03-18 15:32:01.302,-0.46899414,-0.810791,0.34887695
will-right,0,0,3,2016-03-18 15:32:01.337,-0.46948242,-0.82177734,0.34765625
will-right,0,0,3,2016-03-18 15:32:01.386,-0.46948242,-0.81469727,0.35229492
will-right,0,0,3,2016-03-18 15:32:01.394,-0.46850586,-0.82592773,0.35961914
will-right,0,0,3,2016-03-18 15:32:01.435,-0.4765625,-0.8261719,0.34570313
will-right,0,0,3,2016-03-18 15:32:01.460,-0.46777344,-0.82836914,0.35375977
will-right,0,0,3,2016-03-18 15:32:01.486,-0.4675293,-0.82006836,0.35058594
will-right,0,0,3,2016-03-18 15:32:01.537,-0.47045898,-0.8166504,0.3474121
will-right,0,0,3,2016-03-18 15:32:01.562,-0.4729004,-0.8137207,0.35009766
will-right,0,0,3,2016-03-18 15:32:01.588,-0.4741211,-0.8183594,0.34521484
will-right,0,0,3,2016-03-18 15:32:01.639,-0.47094727,-0.82177734,0.35595703
will-right,0,0,3,2016-03-18 15:32:01.661,-0.45922852,-0.8232422,0.35473633
will-right,0,0,3,2016-03-18 15:32:01.686,-0.46655273,-0.81469727,0.32983398
will-right,0,0,3,2016-03-18 15:32:01.737,-0.48168945,-0.81689453,0.31445313
will-right,0,0,3,2016-03-18 15:32:01.755,-0.4753418,-0.8288574,0.35083008
will-right,0,0,3,2016-03-18 15:32:01.786,-0.46362305,-0.82373047,0.37451172
will-right,0,0,3,2016-03-18 15:32:01.837,-0.4765625,-0.8276367,0.3449707
will-right,0,0,3,2016-03-18 15:32:01.864,-0.47875977,-0.8310547,0.34204102
will-right,0,0,3,2016-03-18 15:32:01.886,-0.46875,-0.8232422,0.3618164
will-right,0,0,3,2016-03-18 15:32:01.938,-0.45874023,-0.79907227,0.3395996
will-right,0,0,3,2016-03-18 15:32:01.955,-0.4675293,-0.81347656,0.30371094
will-right,0,0,3,2016-03-18 15:32:01.986,-0.4807129,-0.82128906,0.3034668
will-right,0,0,3,2016-03-18 15:32:02.047,-0.48754883,-0.83081055,0.33642578
will-right,0,0,3,2016-03-18 15:32:02.050,-0.48046875,-0.84375,0.3425293
will-right,0,0,3,2016-03-18 15:32:02.084,-0.4819336,-0.8334961,0.33520508
will-right,0,0,3,2016-03-18 15:32:02.146,-0.47436523,-0.83154297,0.33276367
will-right,0,0,3,2016-03-18 15:32:02.149,-0.47070313,-0.82177734,0.33032227
will-right,0,0,3,2016-03-18 15:32:02.189,-0.4663086,-0.8215332,0.31225586
will-right,0,0,3,2016-03-18 15:32:02.214,-0.4753418,-0.8198242,0.3359375
will-right,0,0,3,2016-03-18 15:32:02.236,-0.47802734,-0.8222656,0.3334961
will-right,0,0,3,2016-03-18 15:32:02.286,-0.4736328,-0.8408203,0.3317871
will-right,0,0,3,2016-03-18 15:32:02.311,-0.46679688,-0.83154297,0.3317871
will-right,0,0,3,2016-03-18 15:32:02.336,-0.47924805,-0.828125,0.3154297
will-right,0,0,3,2016-03-18 15:32:02.389,-0.47583008,-0.828125,0.33374023
will-right,0,0,3,2016-03-18 15:32:02.411,-0.46313477,-0.83081055,0.35888672
will-right,0,0,3,2016-03-18 15:32:02.436,-0.47143555,-0.81933594,0.3256836
will-right,0,0,3,2016-03-18 15:32:02.487,-0.46948242,-0.8029785,0.31103516
will-right,0,0,3,2016-03-18 15:32:02.511,-0.48583984,-0.8305664,0.30126953
will-right,0,0,3,2016-03-18 15:32:02.536,-0.48242188,-0.83081055,0.3317871
will-right,0,0,3,2016-03-18 15:32:02.560,-0.47680664,-0.83984375,0.34472656
will-right,0,0,3,2016-03-18 15:32:02.610,-0.47607422,-0.83862305,0.33544922
will-right,0,0,3,2016-03-18 15:32:02.638,-0.4777832,-0.83251953,0.3215332
will-right,0,0,3,2016-03-18 15:32:02.661,-0.4724121,-0.83081055,0.31860352
will-right,0,0,3,2016-03-18 15:32:02.722,-0.46923828,-0.8354492,0.31811523
will-right,0,0,3,2016-03-18 15:32:02.728,-0.4736328,-0.82788086,0.3190918
will-right,0,0,3,2016-03-18 15:32:02.761,-0.47070313,-0.8195801,0.33032227
will-right,0,0,3,2016-03-18 15:32:02.786,-0.47436523,-0.8234863,0.3293457
will-right,0,0,3,2016-03-18 15:32:02.810,-0.4753418,-0.8300781,0.32250977
will-right,0,0,3,2016-03-18 15:32:02.863,-0.4729004,-0.82421875,0.33520508
will-right,0,0,3,2016-03-18 15:32:02.889,-0.47216797,-0.8288574,0.33618164
will-right,0,0,3,2016-03-18 15:32:02.914,-0.47802734,-0.82714844,0.33398438
will-right,0,0,3,2016-03-18 15:32:02.961,-0.47631836,-0.8273926,0.3227539
will-right,0,0,3,2016-03-18 15:32:02.986,-0.47851563,-0.8256836,0.3137207
will-right,0,0,3,2016-03-18 15:32:03.010,-0.4736328,-0.83032227,0.32885742
will-right,0,0,3,2016-03-18 15:32:03.062,-0.47143555,-0.8251953,0.33789063
will-right,0,0,3,2016-03-18 15:32:03.088,-0.4716797,-0.8300781,0.3256836
will-right,0,0,3,2016-03-18 15:32:03.110,-0.47680664,-0.81884766,0.3244629
will-right,0,0,3,2016-03-18 15:32:03.136,-0.47705078,-0.8183594,0.31567383
will-right,0,0,3,2016-03-18 15:32:03.186,-0.4716797,-0.8347168,0.33325195
will-right,0,0,3,2016-03-18 15:32:03.210,-0.47607422,-0.83374023,0.32788086
will-right,0,0,3,2016-03-18 15:32:03.235,-0.47509766,-0.8186035,0.32080078
will-right,0,0,3,2016-03-18 15:32:03.285,-0.4724121,-0.81762695,0.33520508
will-right,0,0,3,2016-03-18 15:32:03.314,-0.47827148,-0.814209,0.33154297
will-right,0,0,3,2016-03-18 15:32:03.336,-0.48608398,-0.86157227,0.30151367
will-right,0,0,3,2016-03-18 15:32:03.361,-0.48120117,-0.82910156,0.33422852
will-right,0,0,3,2016-03-18 15:32:03.414,-0.46435547,-0.8364258,0.34545898
will-right,0,0,3,2016-03-18 15:32:03.437,-0.46484375,-0.8276367,0.296875
will-right,0,0,3,2016-03-18 15:32:03.461,-0.46923828,-0.8293457,0.3005371
will-right,0,0,3,2016-03-18 15:32:03.517,-0.45776367,-0.86206055,0.29003906
will-right,0,0,3,2016-03-18 15:32:03.531,-0.4663086,-0.8491211,0.2763672
will-right,0,0,3,2016-03-18 15:32:03.560,-0.46484375,-0.8317871,0.27856445
will-right,0,0,3,2016-03-18 15:32:03.614,-0.45263672,-0.8640137,0.2915039
will-right,0,0,3,2016-03-18 15:32:03.635,-0.43432617,-0.83447266,0.31079102
will-right,0,0,3,2016-03-18 15:32:03.660,-0.42236328,-0.8444824,0.31982422
will-right,0,0,3,2016-03-18 15:32:03.711,-0.45263672,-0.8430176,0.30004883
will-right,0,0,3,2016-03-18 15:32:03.735,-0.45654297,-0.83496094,0.30200195
will-right,0,0,3,2016-03-18 15:32:03.760,-0.4416504,-0.8713379,0.29125977
will-right,0,0,3,2016-03-18 15:32:03.811,-0.4489746,-0.8713379,0.2529297
will-right,0,0,3,2016-03-18 15:32:03.828,-0.44604492,-0.85839844,0.24829102
will-right,0,0,3,2016-03-18 15:32:03.864,-0.42822266,-0.8730469,0.23486328
will-right,0,0,3,2016-03-18 15:32:03.878,-0.43530273,-0.92333984,0.20336914
will-right,0,0,3,2016-03-18 15:32:03.910,-0.41918945,-0.9147949,0.22045898
will-right,0,0,3,2016-03-18 15:32:03.964,-0.40576172,-0.8461914,0.23828125
will-right,0,0,3,2016-03-18 15:32:03.986,-0.41552734,-0.88671875,0.2084961
will-right,0,0,3,2016-03-18 15:32:04.011,-0.41064453,-0.8713379,0.21801758
will-right,0,0,3,2016-03-18 15:32:04.064,-0.42626953,-0.9074707,0.1899414
will-right,0,0,3,2016-03-18 15:32:04.080,-0.4206543,-0.9338379,0.17822266
will-right,0,0,3,2016-03-18 15:32:04.110,-0.4074707,-0.9111328,0.20410156
will-right,0,0,3,2016-03-18 15:32:04.161,-0.41674805,-0.9226074,0.1796875
will-right,0,0,3,2016-03-18 15:32:04.190,-0.40356445,-0.9313965,0.16894531
will-right,0,0,3,2016-03-18 15:32:04.211,-0.39575195,-0.904541,0.17529297
will-right,0,0,3,2016-03-18 15:32:04.238,-0.39135742,-0.9177246,0.17651367
will-right,0,0,3,2016-03-18 15:32:04.287,-0.38085938,-0.90966797,0.20898438
will-right,0,0,3,2016-03-18 15:32:04.311,-0.3869629,-0.89697266,0.2265625
will-right,0,0,3,2016-03-18 15:32:04.365,-0.37475586,-0.91967773,0.19067383
will-right,0,0,3,2016-03-18 15:32:04.387,-0.37963867,-0.9147949,0.19433594
will-right,0,0,3,2016-03-18 15:32:04.398,-0.38061523,-0.92944336,0.20214844
will-right,0,0,3,2016-03-18 15:32:04.472,-0.37597656,-0.9082031,0.19873047
will-right,0,0,3,2016-03-18 15:32:04.480,-0.3955078,-0.8833008,0.20361328
will-right,0,0,3,2016-03-18 15:32:04.514,-0.3984375,-0.9326172,0.1887207
will-right,0,0,3,2016-03-18 15:32:04.545,-0.3803711,-0.9116211,0.23583984
will-right,0,0,3,2016-03-18 15:32:04.561,-0.3791504,-0.88427734,0.2536621
will-right,0,0,3,2016-03-18 15:32:04.610,-0.36694336,-0.90185547,0.26489258
will-right,0,0,3,2016-03-18 15:32:04.635,-0.375,-0.8708496,0.23999023
will-right,0,0,3,2016-03-18 15:32:04.660,-0.37353516,-0.8762207,0.24780273
will-right,0,0,3,2016-03-18 15:32:04.686,-0.37451172,-0.8979492,0.2199707
will-right,0,0,3,2016-03-18 15:32:04.741,-0.37963867,-0.8486328,0.2553711
will-right,0,0,3,2016-03-18 15:32:04.761,-0.37060547,-0.89453125,0.25805664
will-right,0,0,3,2016-03-18 15:32:04.786,-0.36767578,-0.88964844,0.23754883
will-right,0,0,3,2016-03-18 15:32:04.836,-0.37475586,-0.91674805,0.2084961
will-right,0,0,3,2016-03-18 15:32:04.860,-0.37841797,-0.92089844,0.24145508
will-right,0,0,3,2016-03-18 15:32:04.886,-0.3930664,-0.93652344,0.25268555
will-right,0,0,3,2016-03-18 15:32:04.937,-0.35888672,-0.953125,0.25561523
will-right,0,0,3,2016-03-18 15:32:04.962,-0.34033203,-0.97314453,0.2770996
will-right,0,0,3,2016-03-18 15:32:04.986,-0.3239746,-0.9567871,0.30444336
will-right,0,0,3,2016-03-18 15:32:05.037,-0.29467773,-0.99365234,0.37451172
will-right,0,0,3,2016-03-18 15:32:05.062,-0.29077148,-1.0214844,0.42749023
will-right,0,0,3,2016-03-18 15:32:05.089,-0.2644043,-0.9560547,0.48168945
will-right,0,0,3,2016-03-18 15:32:05.147,-0.23291016,-0.85498047,0.49536133
will-right,0,0,3,2016-03-18 15:32:05.148,-0.2631836,-1.0737305,0.4802246
will-right,0,0,3,2016-03-18 15:32:05.186,-0.2722168,-1.1264648,0.3894043
will-right,0,0,3,2016-03-18 15:32:05.215,-0.39257813,-0.16333008,0.45507813
will-right,0,0,3,2016-03-18 15:32:05.235,-0.421875,0.29467773,0.59936523
will-right,0,0,3,2016-03-18 15:32:05.286,-0.42407227,0.48706055,0.7636719
will-right,0,0,3,2016-03-18 15:32:05.315,-0.3269043,-0.18334961,0.90112305
will-right,0,0,3,2016-03-18 15:32:05.339,-0.40478516,-0.35058594,0.9511719
will-right,0,0,3,2016-03-18 15:32:05.389,-0.2722168,-0.26098633,0.9655762
will-right,0,0,3,2016-03-18 15:32:05.415,-0.29589844,-0.107910156,0.94384766
will-right,0,0,3,2016-03-18 15:32:05.436,-0.21875,-0.020996094,1.0666504
will-right,0,0,3,2016-03-18 15:32:05.486,-0.25268555,0.022216797,1.0378418
will-right,0,0,3,2016-03-18 15:32:05.512,-0.18579102,0.004638672,0.98339844
will-right,0,0,3,2016-03-18 15:32:05.537,-0.1899414,-0.08203125,0.87646484
will-right,0,0,3,2016-03-18 15:32:05.585,-0.20458984,-0.1772461,0.8432617
will-right,0,0,3,2016-03-18 15:32:05.610,-0.18017578,-0.11694336,0.85913086
will-right,0,0,3,2016-03-18 15:32:05.636,-0.1665039,-0.11425781,0.9116211
will-right,0,0,3,2016-03-18 15:32:05.661,-0.16088867,-0.15161133,1.2451172
will-right,0,0,3,2016-03-18 15:32:05.711,-0.08886719,-0.099365234,1.4375
will-right,0,0,3,2016-03-18 15:32:05.720,-0.24560547,-0.12841797,1.0275879
will-right,0,0,3,2016-03-18 15:32:05.765,-0.25952148,-0.1262207,0.8959961
will-right,0,0,3,2016-03-18 15:32:05.840,-0.26342773,-0.265625,0.97143555
will-right,0,0,3,2016-03-18 15:32:05.853,-0.21826172,-0.19262695,0.9641113
will-right,0,0,3,2016-03-18 15:32:05.860,-0.19140625,-0.20678711,0.9716797
will-right,0,0,3,2016-03-18 15:32:05.886,-0.17114258,-0.2626953,0.9562988
will-right,0,0,3,2016-03-18 15:32:05.922,-0.18969727,-0.26416016,0.97094727
will-right,0,0,3,2016-03-18 15:32:05.961,-0.19921875,-0.2944336,0.96899414
will-right,0,0,3,2016-03-18 15:32:05.990,-0.21606445,-0.27270508,0.954834
will-right,0,0,3,2016-03-18 15:32:06.037,-0.22485352,-0.25439453,0.9470215
will-right,0,0,3,2016-03-18 15:32:06.061,-0.22753906,-0.24853516,0.9577637
will-right,0,0,3,2016-03-18 15:32:06.085,-0.21459961,-0.23144531,0.95092773
will-right,0,0,3,2016-03-18 15:32:06.135,-0.21166992,-0.23730469,0.94189453
will-right,0,0,3,2016-03-18 15:32:06.160,-0.21142578,-0.2421875,0.95410156
will-right,0,0,3,2016-03-18 15:32:06.187,-0.20605469,-0.25952148,0.96313477
will-right,0,0,3,2016-03-18 15:32:06.237,-0.20874023,-0.25439453,0.95996094
