_id,sensor_id,date,total_gain,total_loss,STEP_GAIN,STEP_LOSS,STEP_ASC,STEP_DESC,RATE,STAIR_ASC,STAIR_DESC
1,10,2016-03-10 16:08:14.195,237708,217184,23068,20030,10016,9440,3.0,64,48
2,10,2016-03-10 16:08:15.196,237708,217184,23068,20030,10016,9440,3.0,64,48
3,10,2016-03-10 16:08:16.194,237708,217184,23068,20030,10016,9440,3.0,64,48
4,10,2016-03-10 16:08:17.185,237708,217184,23068,20030,10016,9440,3.0,64,48
5,10,2016-03-10 16:08:18.176,237708,217184,23068,20030,10016,9440,3.0,64,48
6,10,2016-03-10 16:08:19.185,237708,217184,23068,20030,10016,9440,3.0,64,48
7,10,2016-03-10 16:08:20.190,237708,217184,23068,20030,10016,9440,3.0,64,48
8,10,2016-03-10 16:08:21.194,237708,217184,23068,20030,10016,9440,3.0,64,48
9,10,2016-03-10 16:08:22.186,237708,217184,23068,20030,10016,9440,3.0,64,48
10,10,2016-03-10 16:08:23.191,237708,217184,23068,20030,10016,9440,3.0,64,48
11,10,2016-03-10 16:08:24.191,237708,217184,23068,20030,10016,9440,3.0,64,48
12,10,2016-03-10 16:08:25.194,237708,217184,23068,20030,10016,9440,3.0,64,48
13,10,2016-03-10 16:08:26.194,237708,217184,23068,20030,10016,9440,3.0,64,48
14,10,2016-03-10 16:08:27.185,237708,217184,23068,20030,10016,9440,3.0,64,48
15,10,2016-03-10 16:08:28.194,237708,217184,23068,20030,10016,9440,3.0,64,48
16,10,2016-03-10 16:08:29.194,237708,217184,23068,20030,10016,9440,3.0,64,48
17,10,2016-03-10 16:08:30.192,237708,217184,23068,20030,10016,9440,3.0,64,48
18,10,2016-03-10 16:08:31.187,237708,217184,23068,20030,10016,9440,3.0,64,48
19,10,2016-03-10 16:08:32.185,237708,217184,23068,20030,10016,9440,3.0,64,48
20,10,2016-03-10 16:08:33.194,237708,217184,23068,20030,10016,9440,3.0,64,48
21,10,2016-03-10 16:08:34.191,237708,217184,23068,20030,10016,9440,3.0,64,48
22,10,2016-03-10 16:08:35.186,237708,217184,23068,20030,10016,9440,3.0,64,48
23,10,2016-03-10 16:08:36.194,237708,217184,23068,20030,10016,9440,3.0,64,48
24,10,2016-03-10 16:08:37.193,237708,217184,23068,20030,10016,9440,3.0,64,48
25,10,2016-03-10 16:08:38.194,237708,217184,23068,20030,10016,9440,3.0,64,48
26,10,2016-03-10 16:08:39.185,237708,217184,23068,20030,10016,9440,3.0,64,48
27,10,2016-03-10 16:08:40.176,237708,217184,23068,20030,10016,9440,3.0,64,48
28,10,2016-03-10 16:08:41.191,237708,217184,23068,20030,10016,9440,3.0,64,48
29,10,2016-03-10 16:08:42.208,237708,217184,23068,20030,10016,9440,3.0,64,48
30,10,2016-03-10 16:08:43.185,237708,217184,23068,20030,10016,9440,3.0,64,48
31,10,2016-03-10 16:08:44.193,237708,217184,23068,20030,10016,9440,3.0,64,48
32,10,2016-03-10 16:08:45.191,237708,217184,23068,20030,10016,9440,3.0,64,48
33,10,2016-03-10 16:08:46.193,237708,217184,23068,20030,10016,9440,3.0,64,48
34,10,2016-03-10 16:08:47.179,237708,217184,23068,20030,10016,9440,3.0,64,48
35,10,2016-03-10 16:08:48.185,237708,217184,23068,20030,10016,9440,3.0,64,48
36,10,2016-03-10 16:08:49.200,237708,217184,23068,20030,10016,9440,3.0,64,48
37,10,2016-03-10 16:08:50.192,237708,217184,23068,20030,10016,9440,3.0,64,48
38,10,2016-03-10 16:08:51.204,237708,217184,23068,20030,10016,9440,3.0,64,48
39,10,2016-03-10 16:08:52.185,237708,217184,23068,20030,10016,9440,3.0,64,48
40,10,2016-03-10 16:08:53.188,237708,217184,23068,20030,10016,9440,3.0,64,48
41,10,2016-03-10 16:08:54.187,237708,217184,23068,20030,10016,9440,3.0,64,48
42,10,2016-03-10 16:08:55.193,237708,217184,23068,20030,10016,9440,3.0,64,48
43,10,2016-03-10 16:08:56.185,237708,217184,23068,20030,10016,9440,3.0,64,48
44,10,2016-03-10 16:08:57.204,237708,217184,23068,20030,10016,9440,3.0,64,48
45,10,2016-03-10 16:08:58.192,237708,217184,23068,20030,10016,9440,3.0,64,48
46,10,2016-03-10 16:08:59.191,237708,217184,23068,20030,10016,9440,3.0,64,48
47,10,2016-03-10 16:09:00.185,237708,217184,23068,20030,10016,9440,3.0,64,48
48,10,2016-03-10 16:09:01.191,237708,217184,23068,20030,10016,9440,3.0,64,48
49,10,2016-03-10 16:09:02.215,237708,217184,23068,20030,10016,9440,3.0,64,48
50,10,2016-03-10 16:09:03.202,237708,217184,23068,20030,10016,9440,3.0,64,48
51,10,2016-03-10 16:09:04.183,237708,217184,23068,20030,10016,9440,3.0,64,48
52,10,2016-03-10 16:09:05.191,237708,217184,23068,20030,10016,9440,3.0,64,48
53,10,2016-03-10 16:09:06.186,237708,217184,23068,20030,10016,9440,3.0,64,48
54,10,2016-03-10 16:09:07.187,237708,217184,23068,20030,10016,9440,3.0,64,48
55,10,2016-03-10 16:09:08.192,237708,217184,23068,20030,10016,9440,3.0,64,48
56,10,2016-03-10 16:09:09.184,237708,217184,23068,20030,10016,9440,3.0,64,48
57,10,2016-03-10 16:09:10.185,237708,217184,23068,20030,10016,9440,3.0,64,48
58,10,2016-03-10 16:09:11.191,237708,217184,23068,20030,10016,9440,3.0,64,48
59,10,2016-03-10 16:09:12.194,237708,217184,23068,20030,10016,9440,3.0,64,48
60,10,2016-03-10 16:09:13.190,237708,217184,23068,20030,10016,9440,3.0,64,48
61,10,2016-03-10 16:09:14.196,237708,217184,23068,20030,10016,9440,3.0,64,48
62,10,2016-03-10 16:09:15.191,237708,217184,23068,20030,10016,9440,3.0,64,48
63,10,2016-03-10 16:09:16.194,237708,217184,23068,20030,10016,9440,3.0,64,48
64,10,2016-03-10 16:09:17.193,237708,217184,23068,20030,10016,9440,3.0,64,48
65,10,2016-03-10 16:09:18.190,237708,217184,23068,20030,10016,9440,3.0,64,48
66,10,2016-03-10 16:09:19.182,237708,217184,23068,20030,10016,9440,3.0,64,48
67,10,2016-03-10 16:09:20.190,237708,217184,23068,20030,10016,9440,3.0,64,48
68,10,2016-03-10 16:09:21.186,237708,217184,23068,20030,10016,9440,3.0,64,48
69,10,2016-03-10 16:09:22.185,237708,217184,23068,20030,10016,9440,3.0,64,48
70,10,2016-03-10 16:09:23.190,237708,217184,23068,20030,10016,9440,3.0,64,48
71,10,2016-03-10 16:09:24.194,237708,217184,23068,20030,10016,9440,3.0,64,48
72,10,2016-03-10 16:09:25.184,237708,217184,23068,20030,10016,9440,3.0,64,48
73,10,2016-03-10 16:09:26.193,237708,217184,23068,20030,10016,9440,3.0,64,48
74,10,2016-03-10 16:09:27.185,237708,217184,23068,20030,10016,9440,3.0,64,48
75,10,2016-03-10 16:09:28.194,237708,217184,23068,20030,10016,9440,3.0,64,48
76,10,2016-03-10 16:09:29.200,237708,217184,23068,20030,10016,9440,3.0,64,48
77,10,2016-03-10 16:09:30.192,237708,217184,23068,20030,10016,9440,3.0,64,48
78,10,2016-03-10 16:09:31.190,237708,217184,23068,20030,10016,9440,3.0,64,48
79,10,2016-03-10 16:09:32.194,237708,217184,23068,20030,10016,9440,3.0,64,48
80,10,2016-03-10 16:09:33.185,237708,217184,23068,20030,10016,9440,3.0,64,48
81,10,2016-03-10 16:09:34.186,237708,217184,23068,20030,10016,9440,3.0,64,48
82,10,2016-03-10 16:09:35.186,237708,217184,23068,20030,10016,9440,3.0,64,48
83,10,2016-03-10 16:09:36.185,237708,217184,23068,20030,10016,9440,3.0,64,48
84,10,2016-03-10 16:09:37.185,237708,217184,23068,20030,10016,9440,3.0,64,48
85,10,2016-03-10 16:09:38.185,237708,217184,23068,20030,10016,9440,3.0,64,48
86,10,2016-03-10 16:09:39.185,237708,217184,23068,20030,10016,9440,3.0,64,48
87,10,2016-03-10 16:09:40.186,237708,217184,23068,20030,10016,9440,3.0,64,48
88,10,2016-03-10 16:09:41.186,237708,217184,23068,20030,10016,9440,3.0,64,48
