_id,sensor_id,date,temperature
104,1,2016-03-16 10:09:15.822,26.0599994659424
105,1,2016-03-16 10:09:45.936,26.0799999237061
106,1,2016-03-16 10:10:16.008,26.0900001525879
107,1,2016-03-16 10:10:46.119,26.1100006103516
108,1,2016-03-16 10:11:16.174,26.1299991607666
109,1,2016-03-16 10:11:46.284,26.1399993896484
110,1,2016-03-16 10:12:16.329,26.1499996185303
111,1,2016-03-16 10:12:46.445,26.1800003051758
112,1,2016-03-16 10:13:16.493,26.1900005340576
113,1,2016-03-16 10:13:46.571,26.2000007629395
114,1,2016-03-16 10:14:16.659,26.2399997711182
115,1,2016-03-16 10:14:46.720,26.25
116,1,2016-03-16 10:15:16.811,26.2700004577637
117,1,2016-03-16 10:15:46.887,26.2999992370605
118,1,2016-03-16 10:16:16.970,26.2999992370605
119,1,2016-03-16 10:16:47.075,26.3199996948242
120,1,2016-03-16 10:17:17.138,26.3199996948242
121,1,2016-03-16 10:17:47.265,26.3199996948242
122,1,2016-03-16 10:18:17.301,26.3199996948242
123,1,2016-03-16 10:18:47.402,26.3299999237061
124,1,2016-03-16 10:19:17.466,26.3400001525879
