_id,sensor_id,date,currentMotion,pace,speed,distance
1,8,2016-03-03 15:04:16.128,Idle,0.0,0.0,0
2,8,2016-03-03 15:04:17.132,Idle,0.0,0.0,0
3,8,2016-03-03 15:04:18.128,Idle,0.0,0.0,0
4,8,2016-03-03 15:04:19.164,Idle,0.0,0.0,0
5,8,2016-03-03 15:04:20.165,Idle,0.0,0.0,0
6,8,2016-03-03 15:04:21.161,Idle,0.0,0.0,0
7,8,2016-03-03 15:04:22.177,Idle,0.0,0.0,0
8,8,2016-03-03 15:04:23.189,Idle,0.0,0.0,0
9,8,2016-03-03 15:04:24.213,Idle,0.0,0.0,0
10,8,2016-03-03 15:04:25.229,Idle,0.0,0.0,0
11,8,2016-03-03 15:04:26.233,Idle,0.0,0.0,0
12,8,2016-03-03 15:04:27.221,Idle,0.0,0.0,0
13,8,2016-03-03 15:04:28.234,Idle,0.0,0.0,0
14,8,2016-03-03 15:04:29.260,Idle,0.0,0.0,0
15,8,2016-03-03 15:04:30.284,Idle,0.0,0.0,0
16,8,2016-03-03 15:04:31.278,Idle,0.0,0.0,0
17,8,2016-03-03 15:04:32.303,Idle,0.0,0.0,0
18,8,2016-03-03 15:04:33.286,Idle,0.0,0.0,0
19,8,2016-03-03 15:04:34.328,Idle,0.0,0.0,0
20,8,2016-03-03 15:04:35.308,Idle,0.0,0.0,0
21,8,2016-03-03 15:04:36.327,Idle,0.0,0.0,0
22,8,2016-03-03 15:04:37.331,Idle,0.0,0.0,0
23,8,2016-03-03 15:04:38.353,Idle,0.0,0.0,0
24,8,2016-03-03 15:04:39.355,Idle,0.0,0.0,0
25,8,2016-03-03 15:04:40.378,Idle,0.0,0.0,0
26,8,2016-03-03 15:04:41.385,Idle,0.0,0.0,0
27,8,2016-03-03 15:04:42.423,Idle,0.0,0.0,0
28,8,2016-03-03 15:04:43.443,Idle,0.0,0.0,0
29,8,2016-03-03 15:04:44.403,Idle,0.0,0.0,0
30,8,2016-03-03 15:04:45.437,Idle,0.0,0.0,0
31,8,2016-03-03 15:04:46.434,Idle,0.0,0.0,0
32,8,2016-03-03 15:04:47.459,Idle,0.0,0.0,0
33,8,2016-03-03 15:04:48.475,Idle,0.0,0.0,0
34,8,2016-03-03 15:04:49.477,Idle,0.0,0.0,0
35,8,2016-03-03 15:04:50.482,Idle,0.0,0.0,0
36,8,2016-03-03 15:04:51.533,Idle,0.0,0.0,0
37,8,2016-03-03 15:04:52.502,Idle,0.0,0.0,0
38,8,2016-03-03 15:04:53.511,Idle,0.0,0.0,0
39,8,2016-03-03 15:04:54.511,Idle,0.0,0.0,0
40,8,2016-03-03 15:04:55.528,Idle,0.0,0.0,0
41,8,2016-03-03 15:04:56.553,Idle,0.0,0.0,0
42,8,2016-03-03 15:04:57.558,Idle,0.0,0.0,0
43,8,2016-03-03 15:04:58.556,Idle,0.0,0.0,0
44,8,2016-03-03 15:04:59.574,Idle,0.0,0.0,0
45,8,2016-03-03 15:05:00.577,Idle,0.0,0.0,0
46,8,2016-03-03 15:05:01.610,Idle,0.0,0.0,0
47,8,2016-03-03 15:05:02.603,Idle,0.0,0.0,0
48,8,2016-03-03 15:05:03.603,Idle,0.0,0.0,0
49,8,2016-03-03 15:05:04.628,Idle,0.0,0.0,0
50,8,2016-03-03 15:05:05.652,Idle,0.0,0.0,0
51,8,2016-03-03 15:05:06.637,Idle,0.0,0.0,0
52,8,2016-03-03 15:05:07.653,Idle,0.0,0.0,0
53,8,2016-03-03 15:05:08.661,Idle,0.0,0.0,0
54,8,2016-03-03 15:05:09.668,Idle,0.0,0.0,0
55,8,2016-03-03 15:05:10.710,Idle,0.0,0.0,0
56,8,2016-03-03 15:05:11.702,Idle,0.0,0.0,0
57,8,2016-03-03 15:05:12.709,Idle,0.0,0.0,0
58,8,2016-03-03 15:05:13.715,Idle,0.0,0.0,0
59,8,2016-03-03 15:05:14.727,Idle,0.0,0.0,0
60,8,2016-03-03 15:05:15.755,Idle,0.0,0.0,0
61,8,2016-03-03 15:05:16.753,Idle,0.0,0.0,0
62,8,2016-03-03 15:05:17.756,Idle,0.0,0.0,0
63,8,2016-03-03 15:05:18.758,Idle,0.0,0.0,0
64,8,2016-03-03 15:05:19.777,Idle,0.0,0.0,0
65,8,2016-03-03 15:05:20.778,Idle,0.0,0.0,0
66,8,2016-03-03 15:05:21.777,Idle,0.0,0.0,0
67,8,2016-03-03 15:05:22.782,Idle,0.0,0.0,0
68,8,2016-03-03 15:05:23.803,Idle,0.0,0.0,0
69,8,2016-03-03 15:05:24.806,Idle,0.0,0.0,0
70,8,2016-03-03 15:05:25.827,Idle,0.0,0.0,0
71,8,2016-03-03 15:05:26.827,Idle,0.0,0.0,0
72,8,2016-03-03 15:05:27.837,Idle,0.0,0.0,0
73,8,2016-03-03 15:05:28.833,Idle,0.0,0.0,0
74,8,2016-03-03 15:05:29.852,Idle,0.0,0.0,0
75,8,2016-03-03 15:05:30.853,Idle,0.0,0.0,0
76,8,2016-03-03 15:05:31.859,Idle,0.0,0.0,0
77,8,2016-03-03 15:05:32.886,Idle,0.0,0.0,0
78,8,2016-03-03 15:05:33.887,Idle,0.0,0.0,0
79,8,2016-03-03 15:05:34.903,Idle,0.0,0.0,0
80,8,2016-03-03 15:05:35.902,Idle,0.0,0.0,0
81,8,2016-03-03 15:05:36.908,Idle,0.0,0.0,0
82,8,2016-03-03 15:05:37.940,Idle,0.0,0.0,0
83,8,2016-03-03 15:05:38.927,Idle,0.0,0.0,0
84,8,2016-03-03 15:05:39.938,Idle,0.0,0.0,0
85,8,2016-03-03 15:05:40.933,Idle,0.0,0.0,0
86,8,2016-03-03 15:05:41.956,Idle,0.0,0.0,0
87,8,2016-03-03 15:05:42.958,Idle,0.0,0.0,0
88,8,2016-03-03 15:05:43.977,Idle,0.0,0.0,0
89,8,2016-03-03 15:05:44.978,Idle,0.0,0.0,0
90,8,2016-03-03 15:05:45.978,Idle,0.0,0.0,0
91,8,2016-03-03 15:05:46.982,Idle,0.0,0.0,0
92,8,2016-03-03 15:05:48.005,Idle,0.0,0.0,0
93,8,2016-03-03 15:05:49.003,Idle,0.0,0.0,0
94,8,2016-03-03 15:05:50.009,Idle,0.0,0.0,0
95,8,2016-03-03 15:05:51.027,Idle,0.0,0.0,0
96,8,2016-03-03 15:05:52.050,Idle,0.0,0.0,0
97,8,2016-03-03 15:05:53.055,Idle,0.0,0.0,0
98,8,2016-03-03 15:05:54.053,Idle,0.0,0.0,0
99,8,2016-03-03 15:05:55.059,Idle,0.0,0.0,0
100,8,2016-03-03 15:05:56.059,Idle,0.0,0.0,0
101,8,2016-03-03 15:05:57.084,Idle,0.0,0.0,0
102,8,2016-03-03 15:05:58.077,Idle,0.0,0.0,0
103,8,2016-03-03 15:05:59.077,Idle,0.0,0.0,0
104,8,2016-03-03 15:06:00.086,Idle,0.0,0.0,0
105,8,2016-03-03 15:06:01.108,Idle,0.0,0.0,0
106,8,2016-03-03 15:06:02.107,Idle,0.0,0.0,0
107,8,2016-03-03 15:06:03.133,Idle,0.0,0.0,0
108,8,2016-03-03 15:06:04.133,Idle,0.0,0.0,0
109,8,2016-03-03 15:06:05.199,Idle,0.0,0.0,0
110,8,2016-03-03 15:06:06.144,Idle,0.0,0.0,0
111,8,2016-03-03 15:06:07.152,Idle,0.0,0.0,0
112,8,2016-03-03 15:06:08.192,Idle,0.0,0.0,0
113,8,2016-03-03 15:06:09.184,Idle,0.0,0.0,0
114,8,2016-03-03 15:06:10.209,Idle,0.0,0.0,0
115,8,2016-03-03 15:06:11.188,Idle,0.0,0.0,0
116,8,2016-03-03 15:06:12.192,Idle,0.0,0.0,0
117,8,2016-03-03 15:06:13.219,Idle,0.0,0.0,0
118,8,2016-03-03 15:06:14.204,Idle,0.0,0.0,0
119,8,2016-03-03 15:06:15.228,Idle,0.0,0.0,0
120,8,2016-03-03 15:06:16.236,Idle,0.0,0.0,0
121,8,2016-03-03 15:06:17.235,Idle,0.0,0.0,0
122,8,2016-03-03 15:06:18.259,Idle,0.0,0.0,0
123,8,2016-03-03 15:06:19.253,Idle,0.0,0.0,0
124,8,2016-03-03 15:06:20.255,Idle,0.0,0.0,0
125,8,2016-03-03 15:06:21.316,Idle,0.0,0.0,0
126,8,2016-03-03 15:06:22.278,Idle,0.0,0.0,0
127,8,2016-03-03 15:06:23.303,Idle,0.0,0.0,0
128,8,2016-03-03 15:06:24.306,Idle,0.0,0.0,0
129,8,2016-03-03 15:06:25.303,Idle,0.0,0.0,0
130,8,2016-03-03 15:06:26.312,Idle,0.0,0.0,0
131,8,2016-03-03 15:06:27.328,Idle,0.0,0.0,0
132,8,2016-03-03 15:06:28.328,Idle,0.0,0.0,0
133,8,2016-03-03 15:06:29.327,Idle,0.0,0.0,0
134,8,2016-03-03 15:06:30.328,Idle,0.0,0.0,0
135,8,2016-03-03 15:06:31.353,Idle,0.0,0.0,0
