_id,study_id,date,type
1,0,2016-03-16 12:21:27.287,Hand-to-mouth
2,0,2016-03-16 12:21:45.843,Hand-to-mouth
3,0,2016-03-16 12:22:18.278,Hand-to-mouth
4,0,2016-03-16 12:22:30.243,Hand-to-mouth
5,0,2016-03-16 12:22:40.926,Hand-to-mouth
6,0,2016-03-16 12:23:01.223,Hand-to-mouth
