_id,sensor_id,date,BRIGHTNESS
1,3,2016-03-13 13:59:57.144,410
2,3,2016-03-13 13:59:57.635,414
3,3,2016-03-13 13:59:58.154,432
4,3,2016-03-13 13:59:58.645,416
5,3,2016-03-13 13:59:59.167,349
6,3,2016-03-13 13:59:59.656,330
7,3,2016-03-13 14:00:00.154,334
8,3,2016-03-13 14:00:00.654,338
9,3,2016-03-13 14:00:01.154,365
10,3,2016-03-13 14:00:01.651,509
11,3,2016-03-13 14:00:02.151,71
12,3,2016-03-13 14:00:02.662,361
13,3,2016-03-13 14:00:03.151,289
14,3,2016-03-13 14:00:03.651,184
15,3,2016-03-13 14:00:04.151,79
16,3,2016-03-13 14:00:04.651,98
17,3,2016-03-13 14:00:05.151,76
18,3,2016-03-13 14:00:05.661,61
19,3,2016-03-13 14:00:06.151,63
20,3,2016-03-13 14:00:06.662,62
21,3,2016-03-13 14:00:07.175,59
22,3,2016-03-13 14:00:07.655,60
23,3,2016-03-13 14:00:08.156,62
24,3,2016-03-13 14:00:08.654,62
25,3,2016-03-13 14:00:09.153,62
26,3,2016-03-13 14:00:09.658,62
27,3,2016-03-13 14:00:10.171,62
28,3,2016-03-13 14:00:10.653,62
29,3,2016-03-13 14:00:11.154,62
30,3,2016-03-13 14:00:11.653,62
31,3,2016-03-13 14:00:12.154,62
32,3,2016-03-13 14:00:12.653,62
33,3,2016-03-13 14:00:13.153,62
34,3,2016-03-13 14:00:13.661,62
35,3,2016-03-13 14:00:14.154,62
36,3,2016-03-13 14:00:14.671,62
37,3,2016-03-13 14:00:15.155,62
38,3,2016-03-13 14:00:15.654,60
39,3,2016-03-13 14:00:16.157,62
40,3,2016-03-13 14:00:16.653,60
41,3,2016-03-13 14:00:17.154,62
42,3,2016-03-13 14:00:17.662,62
43,3,2016-03-13 14:00:18.160,61
44,3,2016-03-13 14:00:18.654,63
45,3,2016-03-13 14:00:19.157,62
46,3,2016-03-13 14:00:19.661,62
47,3,2016-03-13 14:00:20.154,63
48,3,2016-03-13 14:00:20.656,63
49,3,2016-03-13 14:00:21.157,63
50,3,2016-03-13 14:00:21.668,63
51,3,2016-03-13 14:00:22.154,63
52,3,2016-03-13 14:00:22.654,63
53,3,2016-03-13 14:00:23.154,63
54,3,2016-03-13 14:00:23.655,63
55,3,2016-03-13 14:00:24.154,63
56,3,2016-03-13 14:00:24.655,63
57,3,2016-03-13 14:00:25.147,62
58,3,2016-03-13 14:00:25.654,56
59,3,2016-03-13 14:00:26.153,77
60,3,2016-03-13 14:00:26.654,125
61,3,2016-03-13 14:00:27.157,357
62,3,2016-03-13 14:00:27.655,275
63,3,2016-03-13 14:00:28.162,125
64,3,2016-03-13 14:00:28.647,331
65,3,2016-03-13 14:00:29.154,115
66,3,2016-03-13 14:00:29.656,98
67,3,2016-03-13 14:00:30.154,87
68,3,2016-03-13 14:00:30.655,89
69,3,2016-03-13 14:00:31.154,86
70,3,2016-03-13 14:00:31.655,79
71,3,2016-03-13 14:00:32.145,84
72,3,2016-03-13 14:00:32.658,86
73,3,2016-03-13 14:00:33.154,86
74,3,2016-03-13 14:00:33.657,86
75,3,2016-03-13 14:00:34.156,84
76,3,2016-03-13 14:00:34.660,84
77,3,2016-03-13 14:00:35.156,86
78,3,2016-03-13 14:00:35.653,86
79,3,2016-03-13 14:00:36.161,87
80,3,2016-03-13 14:00:36.655,89
81,3,2016-03-13 14:00:37.154,87
82,3,2016-03-13 14:00:37.666,87
83,3,2016-03-13 14:00:38.161,87
84,3,2016-03-13 14:00:38.654,86
85,3,2016-03-13 14:00:39.156,89
86,3,2016-03-13 14:00:39.657,89
87,3,2016-03-13 14:00:40.173,87
88,3,2016-03-13 14:00:40.661,87
89,3,2016-03-13 14:00:41.155,89
90,3,2016-03-13 14:00:41.655,89
91,3,2016-03-13 14:00:42.156,89
92,3,2016-03-13 14:00:42.655,84
93,3,2016-03-13 14:00:43.160,84
94,3,2016-03-13 14:00:43.661,90
95,3,2016-03-13 14:00:44.157,89
96,3,2016-03-13 14:00:44.654,89
97,3,2016-03-13 14:00:45.157,89
98,3,2016-03-13 14:00:45.656,89
99,3,2016-03-13 14:00:46.157,89
100,3,2016-03-13 14:00:46.653,89
101,3,2016-03-13 14:00:47.155,89
102,3,2016-03-13 14:00:47.676,89
103,3,2016-03-13 14:00:48.156,89
104,3,2016-03-13 14:00:48.655,89
105,3,2016-03-13 14:00:49.155,89
106,3,2016-03-13 14:00:49.657,90
107,3,2016-03-13 14:00:50.155,89
108,3,2016-03-13 14:00:50.661,89
109,3,2016-03-13 14:00:51.154,87
110,3,2016-03-13 14:00:51.654,90
111,3,2016-03-13 14:00:52.155,86
112,3,2016-03-13 14:00:52.654,86
113,3,2016-03-13 14:00:53.156,84
114,3,2016-03-13 14:00:53.655,84
115,3,2016-03-13 14:00:54.153,86
116,3,2016-03-13 14:00:54.655,83
117,3,2016-03-13 14:00:55.165,84
118,3,2016-03-13 14:00:55.659,80
119,3,2016-03-13 14:00:56.166,87
120,3,2016-03-13 14:00:56.657,84
121,3,2016-03-13 14:00:57.156,88
122,3,2016-03-13 14:00:57.655,85
123,3,2016-03-13 14:00:58.170,74
124,3,2016-03-13 14:00:58.651,83
125,3,2016-03-13 14:00:59.173,83
126,3,2016-03-13 14:00:59.654,83
127,3,2016-03-13 14:01:00.159,78
128,3,2016-03-13 14:01:00.657,81
129,3,2016-03-13 14:01:01.164,81
130,3,2016-03-13 14:01:01.659,80
131,3,2016-03-13 14:01:02.162,81
132,3,2016-03-13 14:01:02.659,78
133,3,2016-03-13 14:01:03.166,78
134,3,2016-03-13 14:01:03.657,83
135,3,2016-03-13 14:01:04.156,80
136,3,2016-03-13 14:01:04.654,83
137,3,2016-03-13 14:01:05.158,81
138,3,2016-03-13 14:01:05.653,80
139,3,2016-03-13 14:01:06.186,81
140,3,2016-03-13 14:01:06.659,83
141,3,2016-03-13 14:01:07.155,81
142,3,2016-03-13 14:01:07.656,81
143,3,2016-03-13 14:01:08.157,81
144,3,2016-03-13 14:01:08.658,81
145,3,2016-03-13 14:01:09.157,81
146,3,2016-03-13 14:01:09.665,81
147,3,2016-03-13 14:01:10.172,81
148,3,2016-03-13 14:01:10.654,83
149,3,2016-03-13 14:01:11.164,81
150,3,2016-03-13 14:01:11.658,80
151,3,2016-03-13 14:01:12.155,78
152,3,2016-03-13 14:01:12.654,78
153,3,2016-03-13 14:01:13.159,78
154,3,2016-03-13 14:01:13.680,77
155,3,2016-03-13 14:01:14.161,77
156,3,2016-03-13 14:01:14.661,77
157,3,2016-03-13 14:01:15.155,77
158,3,2016-03-13 14:01:15.667,77
159,3,2016-03-13 14:01:16.154,77
160,3,2016-03-13 14:01:16.662,77
161,3,2016-03-13 14:01:17.158,77
162,3,2016-03-13 14:01:17.660,77
163,3,2016-03-13 14:01:18.160,77
164,3,2016-03-13 14:01:18.655,81
165,3,2016-03-13 14:01:19.155,83
166,3,2016-03-13 14:01:19.655,83
167,3,2016-03-13 14:01:20.154,83
168,3,2016-03-13 14:01:20.664,83
169,3,2016-03-13 14:01:21.167,83
170,3,2016-03-13 14:01:21.662,83
171,3,2016-03-13 14:01:22.159,83
172,3,2016-03-13 14:01:22.655,81
173,3,2016-03-13 14:01:23.157,81
174,3,2016-03-13 14:01:23.654,81
175,3,2016-03-13 14:01:24.157,80
176,3,2016-03-13 14:01:24.657,83
177,3,2016-03-13 14:01:25.172,81
178,3,2016-03-13 14:01:25.665,83
179,3,2016-03-13 14:01:26.159,83
180,3,2016-03-13 14:01:26.655,83
181,3,2016-03-13 14:01:27.162,83
182,3,2016-03-13 14:01:27.655,77
183,3,2016-03-13 14:01:28.164,78
184,3,2016-03-13 14:01:28.657,77
185,3,2016-03-13 14:01:29.181,83
186,3,2016-03-13 14:01:29.655,83
187,3,2016-03-13 14:01:30.157,81
188,3,2016-03-13 14:01:30.654,83
189,3,2016-03-13 14:01:31.167,83
190,3,2016-03-13 14:01:31.654,83
191,3,2016-03-13 14:01:32.155,83
192,3,2016-03-13 14:01:32.677,81
193,3,2016-03-13 14:01:33.155,81
194,3,2016-03-13 14:01:33.660,80
195,3,2016-03-13 14:01:34.154,80
196,3,2016-03-13 14:01:34.654,80
197,3,2016-03-13 14:01:35.153,81
198,3,2016-03-13 14:01:35.654,80
199,3,2016-03-13 14:01:36.155,81
200,3,2016-03-13 14:01:36.660,83
201,3,2016-03-13 14:01:37.154,83
202,3,2016-03-13 14:01:37.655,83
203,3,2016-03-13 14:01:38.161,81
204,3,2016-03-13 14:01:38.656,81
205,3,2016-03-13 14:01:39.155,81
206,3,2016-03-13 14:01:39.656,81
207,3,2016-03-13 14:01:40.161,81
208,3,2016-03-13 14:01:40.655,81
209,3,2016-03-13 14:01:41.155,81
210,3,2016-03-13 14:01:41.666,81
211,3,2016-03-13 14:01:42.155,81
212,3,2016-03-13 14:01:42.654,81
213,3,2016-03-13 14:01:43.156,81
214,3,2016-03-13 14:01:43.678,81
215,3,2016-03-13 14:01:44.159,81
216,3,2016-03-13 14:01:44.659,83
217,3,2016-03-13 14:01:45.154,83
218,3,2016-03-13 14:01:45.656,83
219,3,2016-03-13 14:01:46.154,83
220,3,2016-03-13 14:01:46.680,83
221,3,2016-03-13 14:01:47.179,83
222,3,2016-03-13 14:01:47.668,83
223,3,2016-03-13 14:01:48.160,83
224,3,2016-03-13 14:01:48.684,83
225,3,2016-03-13 14:01:49.180,81
