StudyName,StudyId,DeviceId,SensorId,Time,Resistance
will-left,0,0,5,2016-03-18 15:37:08.032,4565.0
will-left,0,0,5,2016-03-18 15:37:13.010,4557.0
will-left,0,0,5,2016-03-18 15:37:18.000,4565.0
will-left,0,0,5,2016-03-18 15:37:22.979,4572.0
will-left,0,0,5,2016-03-18 15:37:27.940,4542.0
will-left,0,0,5,2016-03-18 15:37:32.928,4527.0
will-left,0,0,5,2016-03-18 15:37:37.911,4490.0
will-left,0,0,5,2016-03-18 15:37:42.903,4505.0
will-left,0,0,5,2016-03-18 15:37:47.867,4475.0
will-left,0,0,5,2016-03-18 15:37:52.869,4461.0
will-left,0,0,5,2016-03-18 15:37:57.830,4454.0
will-left,0,0,5,2016-03-18 15:38:02.827,4446.0
will-left,0,0,5,2016-03-18 15:38:07.790,4439.0
will-left,0,0,5,2016-03-18 15:38:12.781,4461.0
will-left,0,0,5,2016-03-18 15:38:17.754,4454.0
will-left,0,0,5,2016-03-18 15:38:22.727,4439.0
will-left,0,0,5,2016-03-18 15:38:27.714,4432.0
will-left,0,0,5,2016-03-18 15:38:32.709,4410.0
will-left,0,0,5,2016-03-18 15:38:37.678,4396.0
will-left,0,0,5,2016-03-18 15:38:42.651,4375.0
will-left,0,0,5,2016-03-18 15:38:47.632,4368.0
will-left,0,0,5,2016-03-18 15:38:52.627,4361.0
will-left,0,0,5,2016-03-18 15:38:57.613,4354.0
will-left,0,0,5,2016-03-18 15:39:02.579,4354.0
will-left,0,0,5,2016-03-18 15:39:07.552,4340.0
will-left,0,0,5,2016-03-18 15:39:12.553,4340.0
will-left,0,0,5,2016-03-18 15:39:17.530,4333.0
will-left,0,0,5,2016-03-18 15:39:22.488,4326.0
will-left,0,0,5,2016-03-18 15:39:27.463,4305.0
will-left,0,0,5,2016-03-18 15:39:32.493,4319.0
will-left,0,0,5,2016-03-18 15:39:37.452,4285.0
will-left,0,0,5,2016-03-18 15:39:42.408,4271.0
will-left,0,0,5,2016-03-18 15:39:47.388,4285.0
will-left,0,0,5,2016-03-18 15:39:52.377,4264.0
will-left,0,0,5,2016-03-18 15:39:57.365,4258.0
will-left,0,0,5,2016-03-18 15:40:02.341,4271.0
will-left,0,0,5,2016-03-18 15:40:07.313,4258.0
will-left,0,0,5,2016-03-18 15:40:12.301,4251.0
will-left,0,0,5,2016-03-18 15:40:17.275,4251.0
will-left,0,0,5,2016-03-18 15:40:22.263,4244.0
will-left,0,0,5,2016-03-18 15:40:27.258,4231.0
will-left,0,0,5,2016-03-18 15:40:32.226,4217.0
will-left,0,0,5,2016-03-18 15:40:37.200,4204.0
will-left,0,0,5,2016-03-18 15:40:42.188,4211.0
will-left,0,0,5,2016-03-18 15:40:47.174,4204.0
will-left,0,0,5,2016-03-18 15:40:52.148,4191.0
will-left,0,0,5,2016-03-18 15:40:57.147,4145.0
will-left,0,0,5,2016-03-18 15:41:02.127,4165.0
will-left,0,0,5,2016-03-18 15:41:07.113,4152.0
will-left,0,0,5,2016-03-18 15:41:12.081,4120.0
will-left,0,0,5,2016-03-18 15:41:17.052,4126.0
will-left,0,0,5,2016-03-18 15:41:22.041,4113.0
will-left,0,0,5,2016-03-18 15:41:27.053,4107.0
will-left,0,0,5,2016-03-18 15:41:32.008,4100.0
will-left,0,0,5,2016-03-18 15:41:37.015,4100.0
will-left,0,0,5,2016-03-18 15:41:41.953,4126.0
will-left,0,0,5,2016-03-18 15:41:46.953,4075.0
will-left,0,0,5,2016-03-18 15:41:51.953,4107.0
will-left,0,0,5,2016-03-18 15:41:56.918,4007.0
will-left,0,0,5,2016-03-18 15:42:01.899,3196.0
will-left,0,0,5,2016-03-18 15:42:06.843,3171.0
will-left,0,0,5,2016-03-18 15:42:11.842,3179.0
will-left,0,0,5,2016-03-18 15:42:16.841,3171.0
will-left,0,0,5,2016-03-18 15:42:21.792,3112.0
will-left,0,0,5,2016-03-18 15:42:26.785,3091.0
will-left,0,0,5,2016-03-18 15:42:31.795,3087.0
will-left,0,0,5,2016-03-18 15:42:36.804,3087.0
will-left,0,0,5,2016-03-18 15:42:41.739,3075.0
will-left,0,0,5,2016-03-18 15:42:46.702,3083.0
will-left,0,0,5,2016-03-18 15:42:51.698,3112.0
will-left,0,0,5,2016-03-18 15:42:56.690,3120.0
will-left,0,0,5,2016-03-18 15:43:01.665,3137.0
will-left,0,0,5,2016-03-18 15:43:06.623,3158.0
will-left,0,0,5,2016-03-18 15:43:11.629,3183.0
will-left,0,0,5,2016-03-18 15:43:16.590,3218.0
will-left,0,0,5,2016-03-18 15:43:21.579,3231.0
will-left,0,0,5,2016-03-18 15:43:26.565,3248.0
will-left,0,0,5,2016-03-18 15:43:31.539,3248.0
will-left,0,0,5,2016-03-18 15:43:36.504,3266.0
will-left,0,0,5,2016-03-18 15:43:41.482,3275.0
will-left,0,0,5,2016-03-18 15:43:46.497,3293.0
will-left,0,0,5,2016-03-18 15:43:51.470,3311.0
will-left,0,0,5,2016-03-18 15:43:56.417,3311.0
will-left,0,0,5,2016-03-18 15:44:01.401,3316.0
will-left,0,0,5,2016-03-18 15:44:06.382,3325.0
will-left,0,0,5,2016-03-18 15:44:11.401,3325.0
will-left,0,0,5,2016-03-18 15:44:16.346,3338.0
will-left,0,0,5,2016-03-18 15:44:21.314,3334.0
will-left,0,0,5,2016-03-18 15:44:26.313,3334.0
will-left,0,0,5,2016-03-18 15:44:31.317,3362.0
will-left,0,0,5,2016-03-18 15:44:36.317,3329.0
will-left,0,0,5,2016-03-18 15:44:41.254,3325.0
will-left,0,0,5,2016-03-18 15:44:46.240,3334.0
will-left,0,0,5,2016-03-18 15:44:51.240,3357.0
will-left,0,0,5,2016-03-18 15:44:56.216,3366.0
will-left,0,0,5,2016-03-18 15:45:01.206,3338.0
will-left,0,0,5,2016-03-18 15:45:06.173,3334.0
will-left,0,0,5,2016-03-18 15:45:11.155,3334.0
will-left,0,0,5,2016-03-18 15:45:16.129,3343.0
will-left,0,0,5,2016-03-18 15:45:21.139,3311.0
will-left,0,0,5,2016-03-18 15:45:26.102,3289.0
will-left,0,0,5,2016-03-18 15:45:31.067,3311.0
will-left,0,0,5,2016-03-18 15:45:36.064,3320.0
will-left,0,0,5,2016-03-18 15:45:41.038,3298.0
will-left,0,0,5,2016-03-18 15:45:46.003,3311.0
will-left,0,0,5,2016-03-18 15:45:50.997,3293.0
will-left,0,0,5,2016-03-18 15:45:55.963,3293.0
will-left,0,0,5,2016-03-18 15:46:00.951,3311.0
will-left,0,0,5,2016-03-18 15:46:05.946,3266.0
will-left,0,0,5,2016-03-18 15:46:10.900,3253.0
will-left,0,0,5,2016-03-18 15:46:15.868,3235.0
will-left,0,0,5,2016-03-18 15:46:20.848,3218.0
will-left,0,0,5,2016-03-18 15:46:25.848,3227.0
will-left,0,0,5,2016-03-18 15:46:30.857,3222.0
will-left,0,0,5,2016-03-18 15:46:35.827,3209.0
will-left,0,0,5,2016-03-18 15:46:40.789,3205.0
will-left,0,0,5,2016-03-18 15:46:45.778,3213.0
will-left,0,0,5,2016-03-18 15:46:50.760,3205.0
will-left,0,0,5,2016-03-18 15:46:55.759,3171.0
will-left,0,0,5,2016-03-18 15:47:00.717,3196.0
will-left,0,0,5,2016-03-18 15:47:05.704,3188.0
will-left,0,0,5,2016-03-18 15:47:10.688,3175.0
will-left,0,0,5,2016-03-18 15:47:15.662,3154.0
will-left,0,0,5,2016-03-18 15:47:20.627,3158.0
will-left,0,0,5,2016-03-18 15:47:25.613,3158.0
will-left,0,0,5,2016-03-18 15:47:30.627,3166.0
will-left,0,0,5,2016-03-18 15:47:35.597,3175.0
will-left,0,0,5,2016-03-18 15:47:40.552,3175.0
will-left,0,0,5,2016-03-18 15:47:45.547,3175.0
will-left,0,0,5,2016-03-18 15:47:50.525,3175.0
will-left,0,0,5,2016-03-18 15:47:55.516,3175.0
will-left,0,0,5,2016-03-18 15:48:00.477,3175.0
will-left,0,0,5,2016-03-18 15:48:05.474,3175.0
will-left,0,0,5,2016-03-18 15:48:10.423,3166.0
will-left,0,0,5,2016-03-18 15:48:15.409,3162.0
will-left,0,0,5,2016-03-18 15:48:20.400,3166.0
will-left,0,0,5,2016-03-18 15:48:25.363,3154.0
will-left,0,0,5,2016-03-18 15:48:30.383,3149.0
will-left,0,0,5,2016-03-18 15:48:35.394,3154.0
will-left,0,0,5,2016-03-18 15:48:40.326,3158.0
will-left,0,0,5,2016-03-18 15:48:45.345,3149.0
will-left,0,0,5,2016-03-18 15:48:50.285,3145.0
will-left,0,0,5,2016-03-18 15:48:55.262,3145.0
will-left,0,0,5,2016-03-18 15:49:00.257,3145.0
will-left,0,0,5,2016-03-18 15:49:05.237,3141.0
will-left,0,0,5,2016-03-18 15:49:10.213,3137.0
will-left,0,0,5,2016-03-18 15:49:15.174,3141.0
will-left,0,0,5,2016-03-18 15:49:20.162,3137.0
will-left,0,0,5,2016-03-18 15:49:25.151,3137.0
will-left,0,0,5,2016-03-18 15:49:30.125,3137.0
will-left,0,0,5,2016-03-18 15:49:35.129,3137.0
will-left,0,0,5,2016-03-18 15:49:40.079,3137.0
will-left,0,0,5,2016-03-18 15:49:45.076,3087.0
will-left,0,0,5,2016-03-18 15:49:50.051,3087.0
will-left,0,0,5,2016-03-18 15:49:55.041,3087.0
will-left,0,0,5,2016-03-18 15:50:00.013,3083.0
will-left,0,0,5,2016-03-18 15:50:04.961,3087.0
will-left,0,0,5,2016-03-18 15:50:09.963,3083.0
will-left,0,0,5,2016-03-18 15:50:14.939,3079.0
will-left,0,0,5,2016-03-18 15:50:19.919,3079.0
will-left,0,0,5,2016-03-18 15:50:24.892,3071.0
will-left,0,0,5,2016-03-18 15:50:29.901,3067.0
will-left,0,0,5,2016-03-18 15:50:34.883,3059.0
will-left,0,0,5,2016-03-18 15:50:39.861,3059.0
will-left,0,0,5,2016-03-18 15:50:44.825,3055.0
will-left,0,0,5,2016-03-18 15:50:49.800,3051.0
will-left,0,0,5,2016-03-18 15:50:54.825,3051.0
will-left,0,0,5,2016-03-18 15:50:59.774,3051.0
will-left,0,0,5,2016-03-18 15:51:04.751,3051.0
will-left,0,0,5,2016-03-18 15:51:09.725,3047.0
