StudyName,StudyId,DeviceId,SensorId,Time,Accx,Accy,Accz
will-left,0,0,0,2016-03-18 15:33:06.891,-0.31591797,0.17749023,1.0146484
will-left,0,0,0,2016-03-18 15:33:06.908,0.015625,0.265625,1.0270996
will-left,0,0,0,2016-03-18 15:33:06.942,-0.026367188,0.19995117,0.9958496
will-left,0,0,0,2016-03-18 15:33:06.993,-0.0036621094,0.19189453,0.98535156
will-left,0,0,0,2016-03-18 15:33:07.017,-0.01171875,0.17529297,0.98657227
will-left,0,0,0,2016-03-18 15:33:07.042,-0.01586914,0.14160156,0.982666
will-left,0,0,0,2016-03-18 15:33:07.092,-0.025878906,0.15112305,0.99194336
will-left,0,0,0,2016-03-18 15:33:07.106,-0.01953125,0.1809082,0.98413086
will-left,0,0,0,2016-03-18 15:33:07.142,-0.0793457,0.20141602,0.9736328
will-left,0,0,0,2016-03-18 15:33:07.204,-0.08496094,0.1640625,0.98168945
will-left,0,0,0,2016-03-18 15:33:07.225,-0.055908203,0.1508789,0.9929199
will-left,0,0,0,2016-03-18 15:33:07.245,-0.06591797,0.15625,0.98413086
will-left,0,0,0,2016-03-18 15:33:07.268,-0.053466797,0.16333008,0.98706055
will-left,0,0,0,2016-03-18 15:33:07.293,-0.057617188,0.17626953,0.98950195
will-left,0,0,0,2016-03-18 15:33:07.341,-0.072265625,0.16894531,0.98535156
will-left,0,0,0,2016-03-18 15:33:07.367,-0.07055664,0.17382813,0.9863281
will-left,0,0,0,2016-03-18 15:33:07.396,-0.07055664,0.17114258,0.98657227
will-left,0,0,0,2016-03-18 15:33:07.447,-0.06933594,0.16186523,0.9831543
will-left,0,0,0,2016-03-18 15:33:07.462,-0.07397461,0.1484375,0.9868164
will-left,0,0,0,2016-03-18 15:33:07.491,-0.083984375,0.14746094,0.97558594
will-left,0,0,0,2016-03-18 15:33:07.538,-0.07006836,0.13305664,0.98046875
will-left,0,0,0,2016-03-18 15:33:07.571,-0.06933594,0.1550293,0.98168945
will-left,0,0,0,2016-03-18 15:33:07.593,-0.07519531,0.10498047,0.96240234
will-left,0,0,0,2016-03-18 15:33:07.638,-0.061279297,0.14331055,0.9741211
will-left,0,0,0,2016-03-18 15:33:07.671,0.029785156,0.21142578,0.986084
will-left,0,0,0,2016-03-18 15:33:07.692,-0.030517578,0.28515625,0.97314453
will-left,0,0,0,2016-03-18 15:33:07.741,-0.04272461,0.33520508,0.953125
will-left,0,0,0,2016-03-18 15:33:07.766,-0.10205078,0.46826172,0.9206543
will-left,0,0,0,2016-03-18 15:33:07.794,-0.11206055,0.40014648,0.8991699
will-left,0,0,0,2016-03-18 15:33:07.820,-0.115722656,0.4074707,0.8959961
will-left,0,0,0,2016-03-18 15:33:07.870,-0.091308594,0.36767578,0.90893555
will-left,0,0,0,2016-03-18 15:33:07.891,-0.07421875,0.3791504,0.93188477
will-left,0,0,0,2016-03-18 15:33:07.942,-0.060302734,0.36767578,0.93530273
will-left,0,0,0,2016-03-18 15:33:07.967,-0.059570313,0.3786621,0.93066406
